row_label_raw,row_label_full,534.709.026.110,275.682.838.120,numeric__275.682.838.120
Năm 2020,Năm 2020,Năm 2020,Năm 2019,
170.015.785,Năm 2020 > 170.015.785,170.015.785,131.766.760,131766760.0
1.147.793.333,Năm 2020 > 1.147.793.333,1.147.793.333,1.767.539.057,1767539057.0
40.905.125.566,Năm 2020 > 40.905.125.566,40.905.125.566,53.038.042.356,53038042356.0
1.183.642.209,Năm 2020 > 1.183.642.209,1.183.642.209,2.642.679.090,2642679090.0
42.137.128.490,Năm 2020 > 42.137.128.490,42.137.128.490,46.913.714.313,46913714313.0
77.243.858.427,Năm 2020 > 77.243.858.427,77.243.858.427,72.782.367.896,72782367896.0
1.317.748.614,Năm 2020 > 1.317.748.614,1.317.748.614,677.435.147,677435147.0
35.576.729.125,Năm 2020 > 35.576.729.125,35.576.729.125,83.858.888.793,83858888793.0
199.682.041.549,Năm 2020 > 199.682.041.549,199.682.041.549,261.812.433.412,261812433412.0
