row_label_raw,row_label_full,col_0,Năm 2020,Năm 2019,numeric__Năm 2020,numeric__Năm 2019
Giá vốn cá xuất khẩu,Giá vốn cá xuất khẩu,Giá vốn cá xuất khẩu,2.515.055.215.847,2.964.067.152.515,2515055215847.0,2964067152515.0
Giá vốn của bất động sản,Giá vốn của bất động sản,Giá vốn của bất động sản,230.145.169.222,468.062.311.566,230145169222.0,468062311566.0
Giá cung cấp dịch vụ,Giá cung cấp dịch vụ,Giá cung cấp dịch vụ,114.511.260.108,164.708.963.219,114511260108.0,164708963219.0
Giá vốn xây dựng,Giá vốn xây dựng,Giá vốn xây dựng,169.305.342.997,132.337.327.997,169305342997.0,132337327997.0
Giá vốn thương mại,Giá vốn thương mại,Giá vốn thương mại,2.894.489.342.795,2.749.925.964.743,2894489342795.0,2749925964743.0
Giá vốn thức ăn cá,Giá vốn thức ăn cá,Giá vốn thức ăn cá,5.085.557.574.487,6.321.127.889.125,5085557574487.0,6321127889125.0
Giá vốn điện năng lượng mặt trời,Giá vốn điện năng lượng mặt trời,Giá vốn điện năng lượng mặt trời,131.848.485.639,51.308.724.323,131848485639.0,51308724323.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,47.749.427.886,12.535.220.999,47749427886.0,12535220999.0
Hoàn nhập dự phòng giảm giá hàng tồn kho,Hoàn nhập dự phòng giảm giá hàng tồn kho,Hoàn nhập dự phòng giảm giá hàng tồn kho,(15.555.000.000),(10.992.791.428),-15555000000.0,-10992791428.0
Giá vốn khác,Giá vốn khác,Giá vốn khác,1.089.389.463,1.947.544.150,1089389463.0,1947544150.0
Cộng,Cộng,Cộng,11.174.196.208.444,12.855.028.307.209,11174196208444.0,12855028307209.0
