row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm 2020,Năm 2019,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2020,numeric__Năm 2019
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,12.641.344.565.991,14.409.839.692.891,,,12641344565991.0,14409839692891.0
02,02,02,2. Các khoản giảm trừ doanh thu,VI.02,116.730.754.134,186.066.351.786,,,116730754134.0,186066351786.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,12.524.613.811.857,14.223.773.341.105,,,12524613811857.0,14223773341105.0
11,11,11,4. Giá vốn hàng bán,VI.03,11.174.196.208.444,12.855.028.307.209,,,11174196208444.0,12855028307209.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.350.417.603.413,1.368.745.033.896,,,1350417603413.0,1368745033896.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.04,232.360.452.111,201.952.760.812,,,232360452111.0,201952760812.0
22,22,22,7. Chi phí tài chính,VI.05,534.709.026.110,275.682.838.120,,,534709026110.0,275682838120.0
23,23,23,Trong đó: Chi phí lãi vay,,518.022.543.070,253.532.957.320,,,518022543070.0,253532957320.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên kết, liên doanh",,,,,,,
25,24 > 25,25,8. Chi phí bán hàng,VI.06,199.682.041.549,261.812.433.412,,,199682041549.0,261812433412.0
26,24 > 26,26,9. Chi phí quản lý doanh nghiệp,VI.06,226.555.585.232,226.964.665.248,,,226555585232.0,226964665248.0
30,24 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,621.831.402.633,806.237.857.928,,,621831402633.0,806237857928.0
31,24 > 31,31,11. Thu nhập khác,VI.07,9.105.254.803,90.897.495.085,,,9105254803.0,90897495085.0
32,24 > 32,32,12. Chi phí khác,VI.08,6.631.214.547,25.395.885.583,,,6631214547.0,25395885583.0
40,24 > 40,40,13. Lợi nhuận khác,,2.474.040.256,65.501.609.502,,,2474040256.0,65501609502.0
50,24 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,624.305.442.889,871.739.467.430,,,624305442889.0,871739467430.0
51,24 > 51,51,15. Chi phí thuế TNDN hiện hành,VI.10,50.355.245.844,43.991.472.933,,,50355245844.0,43991472933.0
52,24 > 52,52,16. Chi phí thuế TNDN hoãn lại,VI.11,1.592.929.337,4.400.487.945,,,1592929337.0,4400487945.0
60,24 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,572.357.267.708,823.347.506.552,,,572357267708.0,823347506552.0
61,24 > 61,61,18. Lợi nhuận kế toán sau thuế của công ty mẹ,,475.463.677.442,636.924.897.856,,,475463677442.0,636924897856.0
62,24 > 62,62,19. Lợi nhuận kế toán sau thuế của cổ đông không kiểm soát,,96.893.590.266,186.422.608.696,,,96893590266.0,186422608696.0
70,24 > 70,70,20. Lãi cơ bản trên cổ phiếu,VI.12,1.837,2.509,,,1837.0,2509.0
71,24 > 71,71,21. Lãi suy giảm trên cổ phiếu,VI.13,1.837,2.509,,,1837.0,2509.0
