row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2020,Từ 01 năm trở xuống,Trên 01 năm đến 05 năm,Trên 05 năm,Cộng,numeric__Từ 01 năm trở xuống,numeric__Trên 01 năm đến 05 năm,numeric__Trên 05 năm,numeric__Cộng
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,1.097.766.949.284,757.451.821.237,,1.855.218.770.521,1097766949284.0,757451821237.0,,1855218770521.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,103.929.507.890,,,103.929.507.890,103929507890.0,,,103929507890.0
Vay và nợ,Vay và nợ,Vay và nợ,4.950.176.667.363,3.427.336.015.389,,8.377.512.682.752,4950176667363.0,3427336015389.0,,8377512682752.0
Trái phiếu chuyển đổi,Trái phiếu chuyển đổi,Trái phiếu chuyển đổi,,,,,,,,
Chi phí phải trả,Trái phiếu chuyển đổi > Chi phí phải trả,Chi phí phải trả,35.073.534.113,,,35.073.534.113,35073534113.0,,,35073534113.0
Các khoản phải trả phải nộp khác,Trái phiếu chuyển đổi > Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,131.470.108.562,1.320.000.000,,132.790.108.562,131470108562.0,1320000000.0,,132790108562.0
Cộng,Trái phiếu chuyển đổi > Cộng,Cộng,6.318.416.767.212,4.186.107.836.626,,10.504.524.603.838,6318416767212.0,4186107836626.0,,10504524603838.0
