row_label_raw,row_label_full,31/12/2021,01/01/2021,numeric__01/01/2021
221.286.052.685,221.286.052.685,221.286.052.685,444.579.720.735,444579720735.0
168.140.464,168.140.464,168.140.464,936.823.258,936823258.0
261.848.362,261.848.362,261.848.362,253.899.665,253899665.0
195.828.759.432,195.828.759.432,195.828.759.432,419.623.699.573,419623699573.0
25.027.304.427,25.027.304.427,25.027.304.427,23.765.298.239,23765298239.0
2.998.429.434.682,2.998.429.434.682,2.998.429.434.682,895.915.895.373,895915895373.0
714.503.183,714.503.183,714.503.183,4.871.583.571,4871583571.0
-,-,-,59.199.595,59199595.0
35.294.143,35.294.143,35.294.143,8.985.712,8985712.0
3.351.695.283,3.351.695.283,3.351.695.283,-,
-,3.351.695.283 > -,-,371.202.740,371202740.0
2.991.383.533.735,3.351.695.283 > 2.991.383.533.735,2.991.383.533.735,883.223.616.498,883223616498.0
2.944.408.338,3.351.695.283 > 2.944.408.338,2.944.408.338,7.381.307.257,7381307257.0
3.219.715.487.367,3.351.695.283 > 3.219.715.487.367,3.219.715.487.367,1.340.495.616.108,1340495616108.0
