row_label_raw,row_label_full,STT,Tên công ty,Địa chỉ,Tỷ lệ lợi ích,Tỷ lệ lợi ích_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Tên công ty,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ lợi ích_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
STT,STT,STT,Tên công ty,Địa chỉ,31/12/2021,01/01/2021,31/12/2021,01/01/2021,,,,,,
1,STT > 1,1,Công ty Cổ phần BOT Bắc Giang Lạng Sơn,Tầng 12-243A Đê La Thành -P.Láng Thượng - Q.Đống Đa -TP Hà Nội,"65,58%","65,58%","65,58%","65,58%",,,0.6557999999999999,0.6557999999999999,0.6557999999999999,0.6557999999999999
2,STT > 2,2,Công ty Cổ phần Đầu tư Đèo Cà,32 Thạch Thị Thanh - P.Tân Định - Q1 - TP Hồ Chí Minh,"71,02%","70,36%","71,02%","70,36%",,,0.7101999999999999,0.7036,0.7101999999999999,0.7036
3,STT > 3,3,Công ty Cổ phần Phước Tượng Phú gia BOT,"Lô 4 BT1, Khu đô thị Mễ Trì Hạ, Phường Mễ Trì, Quận Nam Từ Liêm, TP. Hà Nội, Việt Nam","99,47%","99,47%","99,47%","99,47%",,,0.9947,0.9947,0.9947,0.9947
