row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Năm 2021,Năm 2020,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm 2021,numeric__Năm 2020
,,,,"Doanh thu bán hàng hóa, dịch vụ",,,,,,
Công ty cổ phần Tư vấn xây dựng Hoàng Long,Công ty cổ phần Tư vấn xây dựng Hoàng Long,Công ty cổ phần Tư vấn xây dựng Hoàng Long,"Công ty có liên quan của TGD, Thành viên HĐQT Nguyễn Quang Huy",Doanh thu thuê xe,430.909.086,109.090.911,,,430909086.0,109090911.0
Công ty cổ phần Tư vấn xây dựng Hoàng Long,Công ty cổ phần Tư vấn xây dựng Hoàng Long,Công ty cổ phần Tư vấn xây dựng Hoàng Long,"Công ty có liên quan của TGD, Thành viên HĐQT Nguyễn Quang Huy",Doanh thu cho thuê văn phòng,-,207.272.728,,,,207272728.0
Công ty cổ phần Tư vấn xây dựng Hoàng Long,Công ty cổ phần Tư vấn xây dựng Hoàng Long,Công ty cổ phần Tư vấn xây dựng Hoàng Long,"Công ty có liên quan của TGD, Thành viên HĐQT Nguyễn Quang Huy",Cộng,430.909.086,316.363.639,,,430909086.0,316363639.0
Công ty cổ phần Tư vấn xây dựng Hoàng Long,Công ty cổ phần Tư vấn xây dựng Hoàng Long,Công ty cổ phần Tư vấn xây dựng Hoàng Long,"Công ty có liên quan của TGD, Thành viên HĐQT Nguyễn Quang Huy","Mua hàng hóa, dịch vụ",,,,,,
Công ty cổ phần Tư vấn xây dựng Hoàng Long,Công ty cổ phần Tư vấn xây dựng Hoàng Long > Công ty cổ phần Tư vấn xây dựng Hoàng Long,Công ty cổ phần Tư vấn xây dựng Hoàng Long,"Công ty có liên quan của TGD, Thành viên HĐQT Nguyễn Quang Huy","Chi phí thí nghiệm công trình, tư vấn",5.413.791.121,6.259.446.800,,,5413791121.0,6259446800.0
Công ty cổ phần Tư vấn xây dựng Hoàng Long,Công ty cổ phần Tư vấn xây dựng Hoàng Long > Công ty cổ phần Tư vấn xây dựng Hoàng Long,Công ty cổ phần Tư vấn xây dựng Hoàng Long,"Công ty có liên quan của TGD, Thành viên HĐQT Nguyễn Quang Huy",Cộng,5.413.791.121,6.259.446.800,,,5413791121.0,6259446800.0
Công ty cổ phần BOT Trung Lương - Mỹ Thuận,Công ty cổ phần BOT Trung Lương - Mỹ Thuận,Công ty cổ phần BOT Trung Lương - Mỹ Thuận,"Công ty có liên quan của Chủ tịch HĐQT Hồ Minh Hoàng, PCT HĐQT Nguyễn Tấn Đông, Trường BKS Nguyễn Minh Giang","Doanh thu bán hàng hóa, dịch vụ",,,,,,
Công ty cổ phần BOT Trung Lương - Mỹ Thuận,Công ty cổ phần BOT Trung Lương - Mỹ Thuận > Công ty cổ phần BOT Trung Lương - Mỹ Thuận,Công ty cổ phần BOT Trung Lương - Mỹ Thuận,"Công ty có liên quan của Chủ tịch HĐQT Hồ Minh Hoàng, PCT HĐQT Nguyễn Tấn Đông, Trường BKS Nguyễn Minh Giang",Doanh thu thuê xe,327.272.728,354.545.452,,,327272728.0,354545452.0
Công ty cổ phần BOT Trung Lương - Mỹ Thuận,Công ty cổ phần BOT Trung Lương - Mỹ Thuận > Công ty cổ phần BOT Trung Lương - Mỹ Thuận,Công ty cổ phần BOT Trung Lương - Mỹ Thuận,"Công ty có liên quan của Chủ tịch HĐQT Hồ Minh Hoàng, PCT HĐQT Nguyễn Tấn Đông, Trường BKS Nguyễn Minh Giang",Cộng,327.272.728,354.545.452,,,327272728.0,354545452.0
Công ty cổ phần BOT Trung Lương - Mỹ Thuận,Công ty cổ phần BOT Trung Lương - Mỹ Thuận,Công ty cổ phần BOT Trung Lương - Mỹ Thuận,"Công ty có liên quan của Chủ tịch HĐQT Hồ Minh Hoàng, PCT HĐQT Nguyễn Tấn Đông, Trường BKS Nguyễn Minh Giang",Các khoản khác,,,,,,
Công ty cổ phần BOT Trung Lương - Mỹ Thuận,Công ty cổ phần BOT Trung Lương - Mỹ Thuận > Công ty cổ phần BOT Trung Lương - Mỹ Thuận,Công ty cổ phần BOT Trung Lương - Mỹ Thuận,"Công ty có liên quan của Chủ tịch HĐQT Hồ Minh Hoàng, PCT HĐQT Nguyễn Tấn Đông, Trường BKS Nguyễn Minh Giang",Thu tiền thuê xe,270.000.000,210.000.000,,,270000000.0,210000000.0
