row_label_raw,row_label_full,col_0,col_1,Năm 2021,Năm 2020,numeric__col_1,numeric__Năm 2021,numeric__Năm 2020
Thù lao Hội đồng quản trị và Ban kiểm soát,Thù lao Hội đồng quản trị và Ban kiểm soát,Thù lao Hội đồng quản trị và Ban kiểm soát,Thù lao Hội đồng quản trị và Ban kiểm soát,777.835.000,748.500.000,,777835000.0,748500000.0
- Hồ Minh Hoàng,- Hồ Minh Hoàng,- Hồ Minh Hoàng,Chủ tịch HĐQT,120.000.000,120.000.000,,120000000.0,120000000.0
- Nguyễn Tấn Đông,- Nguyễn Tấn Đông,- Nguyễn Tấn Đông,Phó Chủ tịch HĐQT,96.000.000,96.000.000,,96000000.0,96000000.0
- Trần Văn Thế,- Trần Văn Thế,- Trần Văn Thế,Phó Chủ tịch HĐQT,96.000.000,96.000.000,,96000000.0,96000000.0
- Nguyễn Xuân Hương,- Nguyễn Xuân Hương,- Nguyễn Xuân Hương,Phó Chủ tịch HĐQT,-,44.000.000,,,44000000.0
- Võ Thuy Linh,- Võ Thuy Linh,- Võ Thuy Linh,Thành viên HĐQT,60.000.000,60.000.000,,60000000.0,60000000.0
- Nguyễn Thanh Trang,- Nguyễn Thanh Trang,- Nguyễn Thanh Trang,Thành viên HĐQT,50.000.000,32.500.000,,50000000.0,32500000.0
- Trần Chùng,- Trần Chùng,- Trần Chùng,Thành viên HĐQT,60.000.000,32.500.000,,60000000.0,32500000.0
- Nguyễn Quang Huy,- Nguyễn Quang Huy,- Nguyễn Quang Huy,Thành viên HĐQT,10.000.000,-,,10000000.0,
- Đỗ Văn Nam,- Đỗ Văn Nam,- Đỗ Văn Nam,Thành viên HĐQT,-,27.500.000,,,27500000.0
- Hoàng Văn Hải,- Hoàng Văn Hải,- Hoàng Văn Hải,Thành viên độc lập HĐQT,60.000.000,32.500.000,,60000000.0,32500000.0
- Hà Huy Hùng,- Hà Huy Hùng,- Hà Huy Hùng,Thành viên độc lập HĐQT,10.000.000,-,,10000000.0,
- Nguyễn Đình Chính,- Nguyễn Đình Chính,- Nguyễn Đình Chính,Thành viên độc lập HĐQT,-,27.500.000,,,27500000.0
- Nguyễn Minh Giang,- Nguyễn Minh Giang,- Nguyễn Minh Giang,Trường ban kiểm soát,96.000.000,84.000.000,,96000000.0,84000000.0
- Cam Thị Minh Hải,- Cam Thị Minh Hải,- Cam Thị Minh Hải,Thành viên BKS,60.000.000,26.000.000,,60000000.0,26000000.0
- Đỗ Thế Vinh,- Đỗ Thế Vinh,- Đỗ Thế Vinh,Thành viên BKS,19.068.000,26.000.000,,19068000.0,26000000.0
- Phan Thị Mai,- Phan Thị Mai,- Phan Thị Mai,Thành viên BKS,40.767.000,-,,40767000.0,
- Phạm Lê Huy,- Phạm Lê Huy,- Phạm Lê Huy,Thành viên BKS,-,22.000.000,,,22000000.0
- Lưu Tuấn Vũ,- Lưu Tuấn Vũ,- Lưu Tuấn Vũ,Thành viên BKS,-,22.000.000,,,22000000.0
Tiền lương,Tiền lương,Tiền lương,Tiền lương,1.385.807.453,1.209.435.596,,1385807453.0,1209435596.0
- Nguyễn Quang Huy,- Nguyễn Quang Huy,- Nguyễn Quang Huy,Tổng giám đốc,315.000.000,-,,315000000.0,
- Võ Ngọc Trung,- Võ Ngọc Trung,- Võ Ngọc Trung,Phó Tổng giám đốc,400.000.000,176.500.000,,400000000.0,176500000.0
- Trần Văn Dũng,- Trần Văn Dũng,- Trần Văn Dũng,Phó Tổng giám đốc,264.285.714,-,,264285714.0,
- Nguyễn Quỳnh Mai,- Nguyễn Quỳnh Mai,- Nguyễn Quỳnh Mai,Phó Tổng giám đốc,46.521.739,-,,46521739.0,
- Lê Châu Thắng,- Lê Châu Thắng,- Lê Châu Thắng,Phó Tổng giám đốc,-,282.854.074,,,282854074.0
- Nguyễn Xuân Hương,- Nguyễn Xuân Hương,- Nguyễn Xuân Hương,Phó Tổng giám đốc,-,240.000.000,,,240000000.0
- Lê Hồng Vũ,- Lê Hồng Vũ,- Lê Hồng Vũ,Phó Tổng giám đốc,-,100.434.783,,,100434783.0
- Lưu Tuấn Vũ,- Lưu Tuấn Vũ,- Lưu Tuấn Vũ,Ban kiểm soát,-,78.000.000,,,78000000.0
- Nguyễn Văn Ăn,- Nguyễn Văn Ăn,- Nguyễn Văn Ăn,Kế toán trưởng,360.000.000,189.255.435,,360000000.0,189255435.0
- An Văn Thiện,- An Văn Thiện,- An Văn Thiện,Kế toán trưởng,-,142.391.304,,,142391304.0
