row_label_raw,row_label_full,31/12/2021,Dự án BOT,Hoạt động xây lắp,Bắt động sản đầu tư,"Duy tu bảo dưỡng cầu, đường","Dịch vụ trung chuyển, hoạt động khác",Tổng cộng,numeric__Dự án BOT,numeric__Hoạt động xây lắp,numeric__Bắt động sản đầu tư,"numeric__Duy tu bảo dưỡng cầu, đường","numeric__Dịch vụ trung chuyển, hoạt động khác",numeric__Tổng cộng
Tải sản bộ phận,Tải sản bộ phận,Tải sản bộ phận,32.355.512.700.711,386.534.208.363,-,32.340.788.493,47.526.738.677,32.821.914.436.244,32355512700711.0,386534208363.0,,32340788493.0,47526738677.0,32821914436244.0
Tải sản không phân bổ,Tải sản không phân bổ,Tải sản không phân bổ,,,,,,1.141.574.807.146,,,,,,1141574807146.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,32.355.512.700.711,386.534.208.363,,32.340.788.493,47.526.738.677,33.963.489.243.390,32355512700711.0,386534208363.0,,32340788493.0,47526738677.0,33963489243390.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,25.710.157.497.099,219.428.097.295,-,62.216.045.126,4.464.620.734,25.996.266.260.254,25710157497099.0,219428097295.0,,62216045126.0,4464620734.0,25996266260254.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,,,291.085.692.632,,,,,,291085692632.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,25.710.157.497.099,219.428.097.295,,62.216.045.126,4.464.620.734,26.287.351.952.886,25710157497099.0,219428097295.0,,62216045126.0,4464620734.0,26287351952886.0
