row_label_raw,row_label_full,Năm 2020,Bắc Giang Lạng Sơn,Huế,Đà Nẵng,Phú Yên,Địa bàn khác,Tổng cộng,numeric__Bắc Giang Lạng Sơn,numeric__Huế,numeric__Đà Nẵng,numeric__Phú Yên,numeric__Địa bàn khác,numeric__Tổng cộng
Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,240.961.968.180,174.274.481.816,437.550.591.762,348.556.445.455,-,1.201.343.487.213,240961968180.0,174274481816.0,437550591762.0,348556445455.0,,1201343487213.0
Tải sản bộ phận,Tải sản bộ phận,Tải sản bộ phận,11.107.233.533.645,1.367.364.138.797,8.687.016.361.576,11.242.783.915.341,12.484.120.687,32.416.882.070.046,11107233533645.0,1367364138797.0,8687016361576.0,11242783915341.0,12484120687.0,32416882070046.0
Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,,,,,,(1.319.639.376.739),,,,,,-1319639376739.0
Năm 2021,Năm 2021,Năm 2021,Bắc Giang Lạng Sơn,Huế,Đà Nẵng,Phú Yên,Địa bàn khác,Tổng cộng,,,,,,
Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Năm 2021 > Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,309.685.779.091,194.786.485.008,337.398.799.687,548.187.918.179,471.281.196.666,1.861.340.178.631,309685779091.0,194786485008.0,337398799687.0,548187918179.0,471281196666.0,1861340178631.0
Tải sản bộ phận,Năm 2021 > Tải sản bộ phận,Tải sản bộ phận,12.132.033.222.583,1.556.968.566.280,6.870.955.830.531,13.391.539.385.579,11.992.238.417,33.963.489.243.390,12132033222583.0,1556968566280.0,6870955830531.0,13391539385579.0,11992238417.0,33963489243390.0
Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Năm 2021 > Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,,,,,,(238.841.815.462),,,,,,-238841815462.0
