row_label_raw,row_label_full,col_0,Tên Công ty,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Vốn đầu tư (VND),numeric__Tên Công ty,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Vốn đầu tư (VND)
Công ty con: 03 Công ty,Công ty con: 03 Công ty,Công ty con: 03 Công ty,Công ty con: 03 Công ty,Công ty con: 03 Công ty,Công ty con: 03 Công ty,Công ty con: 03 Công ty,,,,
- Công ty Cổ phần BOT Bắc Giang Lạng Sơn,Công ty con: 03 Công ty > - Công ty Cổ phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn,"65,58%","65,58%",902.303.650.000,,0.6557999999999999,0.6557999999999999,902303650000.0
- Công ty Cổ phần Đầu tư Đẻo Cả,Công ty con: 03 Công ty > - Công ty Cổ phần Đầu tư Đẻo Cả,- Công ty Cổ phần Đầu tư Đẻo Cả,- Công ty Cổ phần Đầu tư Đẻo Cả,"71,02%","71,02%",1.486.031.250.000,,0.7101999999999999,0.7101999999999999,1486031250000.0
- Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty con: 03 Công ty > - Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,"99,47%","99,47%",272.331.000.000,,0.9947,0.9947,272331000000.0
"Công ty liên doanh, liên kết: 03 Công ty","Công ty liên doanh, liên kết: 03 Công ty","Công ty liên doanh, liên kết: 03 Công ty","Công ty liên doanh, liên kết: 03 Công ty","Công ty liên doanh, liên kết: 03 Công ty","Công ty liên doanh, liên kết: 03 Công ty","Công ty liên doanh, liên kết: 03 Công ty",,,,
- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,"Công ty liên doanh, liên kết: 03 Công ty > - Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam",- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,"21,95%","21,95%",13.500.000.000,,0.2195,0.2195,13500000000.0
- Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,"Công ty liên doanh, liên kết: 03 Công ty > - Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa",- Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,"47,10%","50,00%",122.000.000.000,,0.47100000000000003,0.5,122000000000.0
- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,"Công ty liên doanh, liên kết: 03 Công ty > - Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị",- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,"31,60%","31,60%",134.000.000.000,,0.316,0.316,134000000000.0
