row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,numeric__Môi quan hệ
- Công ty Cổ phần Tập đoàn Đẻo Cả,- Công ty Cổ phần Tập đoàn Đẻo Cả,- Công ty Cổ phần Tập đoàn Đẻo Cả,Công ty mẹ,
- Công ty Cổ phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn,Công ty con,
- Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả,Công ty con,
- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty con,
- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty liên kết,
- Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,Công ty liên kết,
- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,Công ty liên kết,
- Công ty Cổ phần BOT Hưng Phát,- Công ty Cổ phần BOT Hưng Phát,- Công ty Cổ phần BOT Hưng Phát,Công ty con của Công ty mẹ,
- Hồ Minh Hoàng,- Hồ Minh Hoàng,- Hồ Minh Hoàng,Chủ tịch HĐQT,
- Công ty Cổ phần Đầu tư Hải Thạch B.O.T,- Công ty Cổ phần Đầu tư Hải Thạch B.O.T,- Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Cổ đông lớn,
- Công ty Cổ phần Đầu tư Thương mại Quốc tế Hà Thành,- Công ty Cổ phần Đầu tư Thương mại Quốc tế Hà Thành,- Công ty Cổ phần Đầu tư Thương mại Quốc tế Hà Thành,Cổ đông này đã thoái vốn đầu tư vào Công ty và không còn là bên liên quan.,
- Công ty Cổ phần Đầu tư Vinalog,- Công ty Cổ phần Đầu tư Vinalog,- Công ty Cổ phần Đầu tư Vinalog,"Công ty có liên quan của TGD, Thành viên HĐQT Nguyễn Quang Huy",
- Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,- Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,- Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,Công ty có liên quan của ông Nguyễn Minh Giang đến ngày 30 tháng 09 năm 2021,
- Công ty Cổ phần tập đoàn Hải Thạch,- Công ty Cổ phần tập đoàn Hải Thạch,- Công ty Cổ phần tập đoàn Hải Thạch,Công ty có liên quan của Thành viên HĐQT Võ Thụy Linh,
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,
- Công ty Cổ phần An ninh Đẻo Cả,- Công ty Cổ phần An ninh Đẻo Cả,- Công ty Cổ phần An ninh Đẻo Cả,Công ty có liên quan của Trường BKS Nguyễn Minh Giang,
- Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,- Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,- Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,"Công ty có liên quan của TGD, Thành viên HĐQT Nguyễn Quang Huy",
- Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,- Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,- Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,"Công ty có liên quan của Chủ tịch HĐQT Hồ Minh Hoàng, PCT HĐQT Nguyễn Tấn Đông, Trường BKS Nguyễn Minh Giang",
- Công ty TNHH Phát triển Hạ tầng và Đầu tư Tài chính Đẻo Cả (*),- Công ty TNHH Phát triển Hạ tầng và Đầu tư Tài chính Đẻo Cả (*),- Công ty TNHH Phát triển Hạ tầng và Đầu tư Tài chính Đẻo Cả (*),Công ty có liên quan của Chủ tịch HĐQT Hồ Minh Hoàng,
- Công ty Cổ phần Quản lý và Khai thác Dương Cao tốc Đẻo cả,- Công ty Cổ phần Quản lý và Khai thác Dương Cao tốc Đẻo cả,- Công ty Cổ phần Quản lý và Khai thác Dương Cao tốc Đẻo cả,Công ty có liên quan của Thành viên BKS Phan Thị Mai,
