row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,31/12/2021,01/01/2021,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__31/12/2021,numeric__01/01/2021
- PHẢI THU KHÁCH HÀNG NGÂN HẠN,- PHẢI THU KHÁCH HÀNG NGÂN HẠN,- PHẢI THU KHÁCH HÀNG NGÂN HẠN,- PHẢI THU KHÁCH HÀNG NGÂN HẠN,- PHẢI THU KHÁCH HÀNG NGÂN HẠN,- PHẢI THU KHÁCH HÀNG NGÂN HẠN,- PHẢI THU KHÁCH HÀNG NGÂN HẠN,,,,
Công ty cổ phần đầu tư BOT Đẻo cá Khánh Hòa,- PHẢI THU KHÁCH HÀNG NGÂN HẠN > Công ty cổ phần đầu tư BOT Đẻo cá Khánh Hòa,Công ty cổ phần đầu tư BOT Đẻo cá Khánh Hòa,Công ty liên kết,Phải thu duy tu,775.564.000,1.367.286.600,,,775564000.0,1367286600.0
Công ty cổ phần đầu tư BOT Đẻo cá Khánh Hòa,- PHẢI THU KHÁCH HÀNG NGÂN HẠN > Công ty cổ phần đầu tư BOT Đẻo cá Khánh Hòa,Công ty cổ phần đầu tư BOT Đẻo cá Khánh Hòa,Công ty liên kết,Phải thu vận hành trạm thu phí,2.346.951.400,990.919.211,,,2346951400.0,990919211.0
Công ty cổ phần đầu tư BOT Đẻo cá Khánh Hòa,- PHẢI THU KHÁCH HÀNG NGÂN HẠN > Công ty cổ phần đầu tư BOT Đẻo cá Khánh Hòa,Công ty cổ phần đầu tư BOT Đẻo cá Khánh Hòa,Công ty liên kết,Phải thu thi công trung tu,4.895.625.934,-,,,4895625934.0,
Công ty cổ phần đầu tư BOT Đẻo cá Khánh Hòa,- PHẢI THU KHÁCH HÀNG NGÂN HẠN > Công ty cổ phần đầu tư BOT Đẻo cá Khánh Hòa,Công ty cổ phần đầu tư BOT Đẻo cá Khánh Hòa,Công ty liên kết,Cộng,8.018.141.334,2.358.205.811,,,8018141334.0,2358205811.0
Công ty cổ phần quản lý và khai thác Đường Cao tốc Đẻo Cả,- PHẢI THU KHÁCH HÀNG NGÂN HẠN > Công ty cổ phần quản lý và khai thác Đường Cao tốc Đẻo Cả,Công ty cổ phần quản lý và khai thác Đường Cao tốc Đẻo Cả,Công ty có liên quan của Thành viên BKS Phan Thị Mai,Phải thu thanh lý xe ô tô,700.000.000,700.000.000,,,700000000.0,700000000.0
Công ty Cổ phần Tập đoàn Đẻo Cả,- PHẢI THU KHÁCH HÀNG NGÂN HẠN > Công ty Cổ phần Tập đoàn Đẻo Cả,Công ty Cổ phần Tập đoàn Đẻo Cả,Công ty mẹ,Phải thu,140.481.698.327,-,,,140481698327.0,
,,,,Tổng Cộng,178.487.804.180,6.380.702.663,,,178487804180.0,6380702663.0
- TRẢ TRƯỚC CHO NGƯỜI BÁN ĐÀI HẠN,- TRẢ TRƯỚC CHO NGƯỜI BÁN ĐÀI HẠN,- TRẢ TRƯỚC CHO NGƯỜI BÁN ĐÀI HẠN,- TRẢ TRƯỚC CHO NGƯỜI BÁN ĐÀI HẠN,- TRẢ TRƯỚC CHO NGƯỜI BÁN ĐÀI HẠN,- TRẢ TRƯỚC CHO NGƯỜI BÁN ĐÀI HẠN,- TRẢ TRƯỚC CHO NGƯỜI BÁN ĐÀI HẠN,,,,
Công ty cổ phần tư vấn xây dựng A2Z,- TRẢ TRƯỚC CHO NGƯỜI BÁN ĐÀI HẠN > Công ty cổ phần tư vấn xây dựng A2Z,Công ty cổ phần tư vấn xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,Dịch vụ tư vấn,10.356.014.000,10.356.014.000,,,10356014000.0,10356014000.0
Công ty Cổ phần Tư vấn xây dựng Hoàng Long,- TRẢ TRƯỚC CHO NGƯỜI BÁN ĐÀI HẠN > Công ty Cổ phần Tư vấn xây dựng Hoàng Long,Công ty Cổ phần Tư vấn xây dựng Hoàng Long,"Công ty có liên quan của TGD, Thành viên HĐQT Nguyễn Quang Huy",Dịch vụ tư vấn khảo sát,86.491.000,12.586.491.000,,,86491000.0,12586491000.0
,,,,Tổng Cộng,10.442.505.000,22.942.505.000,,,10442505000.0,22942505000.0
- PHẢI THU NGÂN HẠN KHÁC,- PHẢI THU NGÂN HẠN KHÁC,- PHẢI THU NGÂN HẠN KHÁC,- PHẢI THU NGÂN HẠN KHÁC,- PHẢI THU NGÂN HẠN KHÁC,- PHẢI THU NGÂN HẠN KHÁC,- PHẢI THU NGÂN HẠN KHÁC,,,,
Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- PHẢI THU NGÂN HẠN KHÁC > Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty liên kết,Thi công công trình,3.758.872.000,3.758.872.000,,,3758872000.0,3758872000.0
