row_label_raw,row_label_full,Nội dung,Trang,numeric__Trang
BẢO CẢO CỦA BAN TỔNG GIẢM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIẢM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIẢM ĐỐC,01 - 04,
BẢO CẢO KIỂM TOẮN ĐỘC LẬP,BẢO CẢO KIỂM TOẮN ĐỘC LẬP,BẢO CẢO KIỂM TOẮN ĐỘC LẬP,05 - 05,
BẢO CẢO TÀI CHÍNH HỢP NHẤT ĐÃ ĐƯỢC KIỂM TOÁN,BẢO CẢO TÀI CHÍNH HỢP NHẤT ĐÃ ĐƯỢC KIỂM TOÁN,BẢO CẢO TÀI CHÍNH HỢP NHẤT ĐÃ ĐƯỢC KIỂM TOÁN,,
Băng cân đối kế toán hợp nhất,Băng cân đối kế toán hợp nhất,Băng cân đối kế toán hợp nhất,06 - 09,
Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất,10 - 10,
Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,11 - 12,
Thuyết minh Báo cáo tài chính hợp nhất,Thuyết minh Báo cáo tài chính hợp nhất,Thuyết minh Báo cáo tài chính hợp nhất,13 - 78,
