row_label_raw,row_label_full,col_0,31/12/2021 > Trích lập dự phòng,31/12/2021 > Giá trị,01/01/2021 > Trích lập dự phòng,01/01/2021 > Giá trị,numeric__31/12/2021 > Trích lập dự phòng,numeric__31/12/2021 > Giá trị,numeric__01/01/2021 > Trích lập dự phòng,numeric__01/01/2021 > Giá trị
b) Dài hạn (tiếp theo),b) Dài hạn (tiếp theo),b) Dài hạn (tiếp theo),b) Dài hạn (tiếp theo),b) Dài hạn (tiếp theo),b) Dài hạn (tiếp theo),b) Dài hạn (tiếp theo),,,,
Bên khác (tiếp theo),Bên khác (tiếp theo),Bên khác (tiếp theo),Bên khác (tiếp theo),Bên khác (tiếp theo),Bên khác (tiếp theo),Bên khác (tiếp theo),,,,
Tổng Công ty XD CT giao thông 8 - CTCP,Bên khác (tiếp theo) > Tổng Công ty XD CT giao thông 8 - CTCP,Tổng Công ty XD CT giao thông 8 - CTCP,-,7.176.702.514,-,7.176.702.514,,7176702514.0,,7176702514.0
Tổng Công ty xây dựng Lũng Lô,Bên khác (tiếp theo) > Tổng Công ty xây dựng Lũng Lô,Tổng Công ty xây dựng Lũng Lô,-,14.067.301.993,-,24.653.511.432,,14067301993.0,,24653511432.0
Công ty Cổ phần Xây dựng Công Trình Ngầm,Bên khác (tiếp theo) > Công ty Cổ phần Xây dựng Công Trình Ngầm,Công ty Cổ phần Xây dựng Công Trình Ngầm,-,94.082.320.759,-,94.082.320.759,,94082320759.0,,94082320759.0
Công ty TNHH Hợp Tiến,Bên khác (tiếp theo) > Công ty TNHH Hợp Tiến,Công ty TNHH Hợp Tiến,-,-,-,2.434.678.767,,,,2434678767.0
Công ty TNHH Đầu Tư Và Xây dựng HPT,Bên khác (tiếp theo) > Công ty TNHH Đầu Tư Và Xây dựng HPT,Công ty TNHH Đầu Tư Và Xây dựng HPT,-,-,-,10.926.764.026,,,,10926764026.0
Các đối tượng khác,Bên khác (tiếp theo) > Các đối tượng khác,Các đối tượng khác,-,61.093.726.277,-,50.106.821.116,,61093726277.0,,50106821116.0
Bên liên quan,Bên khác (tiếp theo) > Bên liên quan,Bên liên quan,-,10.442.505.000,-,22.942.505.000,,10442505000.0,,22942505000.0
Công ty Cổ phần Tư Văn Xây dựng Hoàng Long,Bên khác (tiếp theo) > Công ty Cổ phần Tư Văn Xây dựng Hoàng Long,Công ty Cổ phần Tư Văn Xây dựng Hoàng Long,-,86.491.000,-,12.586.491.000,,86491000.0,,12586491000.0
Công ty Cổ Phần Tư Văn Xây dựng A2Z,Bên khác (tiếp theo) > Công ty Cổ Phần Tư Văn Xây dựng A2Z,Công ty Cổ Phần Tư Văn Xây dựng A2Z,-,10.356.014.000,-,10.356.014.000,,10356014000.0,,10356014000.0
Cộng,Bên khác (tiếp theo) > Cộng,Cộng,1.301.620.413,270.344.864.920,1.303.951.913,366.991.300.016,1301620413.0,270344864920.0,1303951913.0,366991300016.0
