row_label_raw,row_label_full,01/01/2021,Dự án BOT,Hoạt động xây lắp,Bất động sản đầu tư,"Duy tu bảo dưỡng cầu, đường","Dịch vụ trung chuyển, hoạt động khác",Tổng cộng,numeric__Dự án BOT,numeric__Hoạt động xây lắp,numeric__Bất động sản đầu tư,"numeric__Duy tu bảo dưỡng cầu, đường","numeric__Dịch vụ trung chuyển, hoạt động khác",numeric__Tổng cộng
Tải sản bộ phận,Tải sản bộ phận,Tải sản bộ phận,30.940.393.603.684,191.579.031.010,2.070.775.458,273.882.087.781,12.256.638.637,31.420.182.136.570,30940393603684.0,191579031010.0,2070775458.0,273882087781.0,12256638637.0,31420182136570.0
Tải sản không phân bổ,Tải sản không phân bổ,Tải sản không phân bổ,,,,,,996.699.933.476,,,,,,996699933476.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,30.940.393.603.684,191.579.031.010,2.070.775.458,273.882.087.781,12.256.638.637,32.416.882.070.046,30940393603684.0,191579031010.0,2070775458.0,273882087781.0,12256638637.0,32416882070046.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,24.451.352.589.292,80.956.191.003,-,153.188.678.576,-,24.685.497.458.871,24451352589292.0,80956191003.0,,153188678576.0,,24685497458871.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,,,346.930.505.998,,,,,,346930505998.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,24.451.352.589.292,80.956.191.003,,153.188.678.576,,25.032.427.964.869,24451352589292.0,80956191003.0,,153188678576.0,,25032427964869.0
