row_label_raw,row_label_full,STT,Tên công ty,Địa chỉ,Tỷ lệ lợi ích,Tỷ lệ lợi ích_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Tên công ty,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ lợi ích_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
STT,STT,STT,Tên công ty,Địa chỉ,31/12/2021,01/01/2021,31/12/2021,01/01/2021,,,,,,
1,STT > 1,1,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,32 Thạch Thị Thanh - P.Tân Định - Q1 - TP Hồ Chí Minh,"21,95%","21,95%","21,95%","21,95%",,,0.2195,0.2195,0.2195,0.2195
2,STT > 2,2,Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,"Tầng 12 tỏa nhà ICON4, số 243A Đê La Thành-P.Láng Thượng-Q.Dống Đa -TP Hà Nội","47,10%","47,04%","50,00%","50,00%",,,0.47100000000000003,0.4704,0.5,0.5
3,STT > 3,3,Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,"Tầng 20,số 109 Trần Hưng Đạo, P.Cửa Nam, Q. Hoàn Kiểm, Hà Nội","31,60%","29,25%","31,60%","29,25%",,,0.316,0.2925,0.316,0.2925
