row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Cả năm > 2021,Cả năm > 2020,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Cả năm > 2021,numeric__Cả năm > 2020
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,1.861.340.178.631,1.202.532.597.940,,,1861340178631.0,1202532597940.0
02,02,02,2. Các khoản giảm trừ doanh thu,VI.02,,1.189.110.727,,,,1189110727.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,1.861.340.178.631,1.201.343.487.213,,,1861340178631.0,1201343487213.0
11,11,11,4. Giá vốn hàng bán và cung cấp dịch vụ,VI.03,936.332.401.985,499.445.581.858,,,936332401985.0,499445581858.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,925.007.776.646,701.897.905.355,,,925007776646.0,701897905355.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.04,21.826.327.951,7.754.138.462,,,21826327951.0,7754138462.0
22,22,22,7. Chi phí tài chính,VI.05,550.795.413.210,480.298.079.400,,,550795413210.0,480298079400.0
23,23,23,Trong đó: Chi phí lãi vay,,550.795.413.210,480.298.079.400,,,550795413210.0,480298079400.0
24,24,24,"8. Phản lãi hoặc lỗ trong công ty liên kết, liên doanh",,11.386.457.188,50.755.064.942,,,11386457188.0,50755064942.0
25,25,25,9. Chi phí bán hàng,,,,,,,
26,25 > 26,26,10. Chi phí quản lý doanh nghiệp,VI.06,94.936.165.786,101.735.107.247,,,94936165786.0,101735107247.0
30,25 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,312.488.982.789,178.373.922.112,,,312488982789.0,178373922112.0
31,25 > 31,31,11. Thu nhập khác,VI.07,21.170.634.855,3.143.537.021,,,21170634855.0,3143537021.0
32,25 > 32,32,12. Chi phí khác,VI.08,471.664.486,3.881.228.751,,,471664486.0,3881228751.0
40,25 > 40,40,13. Lợi nhuận khác,,20.698.970.369,(737.691.730),,,20698970369.0,-737691730.0
50,25 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,333.187.953.158,177.636.230.382,,,333187953158.0,177636230382.0
51,25 > 51,51,15. Chi phí thuế TNDN hiện hành,VI.10,50.178.806.699,4.601.890.606,,,50178806699.0,4601890606.0
52,25 > 52,52,16. Chi phí thuế TNDN hoãn lại,VI.11,(7.638.038.868),(2.529.999.418),,,-7638038868.0,-2529999418.0
60,25 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,290.647.185.327,175.564.339.194,,,290647185327.0,175564339194.0
61,25 > 61,61,18. Lợi nhuận sau thuế của công ty mẹ,,268.873.236.620,137.187.847.817,,,268873236620.0,137187847817.0
62,25 > 62,62,19. Lợi nhuận sau thuế của cổ đông không kiểm soát,,21.773.948.707,38.376.491.377,,,21773948707.0,38376491377.0
70,25 > 70,70,20. Lãi cơ bản trên cổ phiếu,VI.12,1.006,563,,,1006.0,563.0
71,25 > 71,71,21. Lãi suy giảm trên cổ phiếu,VI.13,503,563,,,503.0,563.0
