row_label_raw,row_label_full,31/12/2021 > Giá trị,31/12/2021 > Dự phòng,01/01/2021 > Giá trị,01/01/2021 > Dự phòng,numeric__31/12/2021 > Dự phòng,numeric__01/01/2021 > Giá trị,numeric__01/01/2021 > Dự phòng
125.658.537.942,125.658.537.942,125.658.537.942,-,172.835.805.238,-,,172835805238.0,
2.166.503.000,2.166.503.000,2.166.503.000,-,9.275.234.987,-,,9275234987.0,
38.375.950.044,38.375.950.044,38.375.950.044,-,78.444.485.353,-,,78444485353.0,
4.860.513.038,4.860.513.038,4.860.513.038,-,11.826.510.370,-,,11826510370.0,
12.301.719.456,12.301.719.456,12.301.719.456,-,29.067.818.096,-,,29067818096.0,
5.033.084.500,5.033.084.500,5.033.084.500,-,7.155.040.100,-,,7155040100.0,
14.238.250.544,14.238.250.544,14.238.250.544,-,481.120.623,-,,481120623.0,
1.942.382.506,1.942.382.506,1.942.382.506,-,29.913.996.164,-,,29913996164.0,
85.116.084.898,85.116.084.898,85.116.084.898,-,85.116.084.898,-,,85116084898.0,
34.191.100.394,34.191.100.394,34.191.100.394,-,239.057.455,-,,239057455.0,
239.057.455,239.057.455,239.057.455,,239.057.455,-,,239057455.0,
33.952.042.939,33.952.042.939,33.952.042.939,-,-,-,,,
50.924.984.504,33.952.042.939 > 50.924.984.504,50.924.984.504,-,84.877.027.443,-,,84877027443.0,
-,33.952.042.939 > -,-,-,33.952.042.939,-,,33952042939.0,
50.924.984.504,33.952.042.939 > 50.924.984.504,50.924.984.504,-,50.924.984.504,-,,50924984504.0,
341.992.963.056,33.952.042.939 > 341.992.963.056,341.992.963.056,873.033.836,429.271.174.391,1.032.556.836,873033836.0,429271174391.0,1032556836.0
