row_label_raw,row_label_full,Bên liên quan > Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,Môi quan hệ > Công ty có liên quan của ông Nguyễn Minh Giang đến ngày 30 tháng 9 năm 2021,Nội dung nghiệp vụ > Các khoản khác > Tiền lãi vay > Thanh toán tiền lãi > Cho Công ty vay tiền > Cộng,Năm 2021 > 5.504.876.712 > 95.000.000 > - > 5.599.876.712,Năm 2020 > 4.310.035.388 > - > 92.000.000.000 > 96.310.035.388,numeric__Môi quan hệ > Công ty có liên quan của ông Nguyễn Minh Giang đến ngày 30 tháng 9 năm 2021,numeric__Nội dung nghiệp vụ > Các khoản khác > Tiền lãi vay > Thanh toán tiền lãi > Cho Công ty vay tiền > Cộng,numeric__Năm 2021 > 5.504.876.712 > 95.000.000 > - > 5.599.876.712,numeric__Năm 2020 > 4.310.035.388 > - > 92.000.000.000 > 96.310.035.388
Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,"Doanh thu bán hàng hóa, dịch vụ",,,,,,
Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z > Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,Doanh thu cho thuê xe,381.818.184,1.190.909.107,,,381818184.0,1190909107.0
Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z > Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,Doanh thu cung cấp dịch vụ,26.744.118.500,15.959.546.881,,,26744118500.0,15959546881.0
Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z > Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,Doanh thu cho thuê nhà,-,2.386.866.365,,,,2386866365.0
Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z > Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,Cộng,27.125.936.684,19.537.322.353,,,27125936684.0,19537322353.0
Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,"Mua hàng hóa, dịch vụ",,,,,,
Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z > Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,"Thuê văn phòng, nhà",10.186.742.448,5.887.301.426,,,10186742448.0,5887301426.0
Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z > Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,Thuê xe ô tô,-,259.000.000,,,,259000000.0
Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z > Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,Cộng,10.186.742.448,6.146.301.426,,,10186742448.0,6146301426.0
Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,Chi phí tài chính,,,,,,
