row_label_raw,row_label_full,col_0,col_1,31/12/2021Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2020Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__col_1,numeric__31/12/2021Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2020Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN
I,I,I,NGHĨA VỤ NỘ TIỀM ẦN,,,,,
1,I > 1,1,Bảo lãnh vay vốn,43.824,22.695,,43824.0,22695.0
2,I > 2,2,Cam kết giao dịch hối đoái,44.805.879,15.068.742,,44805879.0,15068742.0
2,I > 2,2,Cam kết mua ngoại tệ,2.743.904,1.046.075,,2743904.0,1046075.0
2,I > 2,2,Cam kết bán ngoại tệ,1.825.585,473.179,,1825585.0,473179.0
2,I > 2,2,Cam kết giao dịch hoán đổi,40.236.390,13.549.488,,40236390.0,13549488.0
4,I > 4,4,Cam kết trong nghiệp vụ L/C,27.541.261,16.434.126,,27541261.0,16434126.0
5,I > 5,5,Bảo lãnh khác,10.097.594,11.033.874,,10097594.0,11033874.0
