row_label_raw,row_label_full,Dư nợ,Phân loại nợ,numeric__Phân loại nợ
Khoản nợ phát sinh trước ngày 23 tháng 1 năm 2020,Khoản nợ phát sinh trước ngày 23 tháng 1 năm 2020,Khoản nợ phát sinh trước ngày 23 tháng 1 năm 2020,Giữ nguyên nhóm nợ như đã được phân loại tại thời điểm gần nhất trước ngày 23 tháng 1 năm 2020.,
Khoản nợ phát sinh từ ngày 23 tháng 1 năm 2020 đến trước ngày 1 tháng 8 năm 2021,Khoản nợ phát sinh từ ngày 23 tháng 1 năm 2020 đến trước ngày 1 tháng 8 năm 2021,Khoản nợ phát sinh từ ngày 23 tháng 1 năm 2020 đến trước ngày 1 tháng 8 năm 2021,"▪ Giữ nguyên nhóm nợ như đã được phân loại tại thời điểm gần nhất trước ngày thực hiện cơ cấu lại thời hạn trả nợ lần đầu; hoặc▪ Giữ nguyên nhóm nợ như đã được phân loại tại thời điểm gần nhất trước ngày khoản nợ bị chuyển quá hạn; hoặc▪ Giữ nguyên nhóm nợ như đã được phân loại tại thời điểm gần nhất trước ngày thực hiện miễn, giảm lãi lần đầu.",
