row_label_raw,row_label_full,col_0,Số dư,Số dư_1,numeric__Số dư,numeric__Số dư_1
,,,31/12/2021Triệu VNDTài sản/(Nợ phải trả),31/12/2020Triệu VNDTài sản/(Nợ phải trả),,
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,,
"Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"")","Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"")","Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"")","Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"")","Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"")",,
▪ Góp vốn,"Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"") > ▪ Góp vốn",▪ Góp vốn,20.000,20.000,20000.0,20000.0
▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn,"Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"") > ▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn",▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn,(55.527),(49.459),-55527.0,-49459.0
▪ Lãi dự trả tiền gửi,"Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"") > ▪ Lãi dự trả tiền gửi",▪ Lãi dự trả tiền gửi,(602),(561),-602.0,-561.0
"Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (""SHB Lào"")","Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (""SHB Lào"")","Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (""SHB Lào"")","Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (""SHB Lào"")","Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (""SHB Lào"")",,
▪ Góp vốn,"Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (""SHB Lào"") > ▪ Góp vốn",▪ Góp vốn,1.195.480,1.103.809,1195480.0,1103809.0
▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn,"Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (""SHB Lào"") > ▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn",▪ Nhận tiền gửi không kỳ hạn và có kỳ hạn,(1.036.213),(1.053.119),-1036213.0,-1053119.0
▪ Tiền gửi không kỳ hạn và có kỳ hạn,"Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (""SHB Lào"") > ▪ Tiền gửi không kỳ hạn và có kỳ hạn",▪ Tiền gửi không kỳ hạn và có kỳ hạn,1.438.629,1.462.026,1438629.0,1462026.0
▪ Lãi dự thu từ tiền gửi,"Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (""SHB Lào"") > ▪ Lãi dự thu từ tiền gửi",▪ Lãi dự thu từ tiền gửi,1.675,15.113,1675.0,15113.0
