row_label_raw,row_label_full,col_0,2021,2021_1,2020(trình bày lại),2020(trình bày lại)_1,numeric__2021,numeric__2021_1,numeric__2020(trình bày lại),numeric__2020(trình bày lại)_1
,,,Số cổ phiếu,Mệnh giáTriệu VND,Số cổ phiếu,Mệnh giáTriệu VND,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.751.009.094,17.510.091,1.203.616.110,12.036.161,1751009094.0,17510091.0,1203616110.0,12036161.0
Trả cổ tức bằng cổ phiếu,Trả cổ tức bằng cổ phiếu,Trả cổ tức bằng cổ phiếu,377.205.963,3.772.060,251.437.035,2.514.370,377205963.0,3772060.0,251437035.0,2514370.0
Phát hành cổ phiếura công chúng,Phát hành cổ phiếura công chúng,Phát hành cổ phiếura công chúng,539.154.742,5.391.547,295.955.949,2.959.560,539154742.0,5391547.0,295955949.0,2959560.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.667.369.799,26.673.698,1.751.009.094,17.510.091,2667369799.0,26673698.0,1751009094.0,17510091.0
