row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2021,Tổng giá trị của hợp đồng(theo tỷ giá ngày hiệu lực hợp đồng)Triệu VND > Tại ngày 31 tháng 12 năm 2021,Tổng giá trị ghi số kế toán(theo tỷ giá tại ngày kết thúc kỳ kế toán năm) > Tài sảnTriệu VND > Tại ngày 31 tháng 12 năm 2021,Tổng giá trị ghi số kế toán(theo tỷ giá tại ngày kết thúc kỳ kế toán năm) > Nợ phải trảTriệu VND > Tại ngày 31 tháng 12 năm 2021,Tổng giá trị ghi số kế toán(theo tỷ giá tại ngày kết thúc kỳ kế toán năm) > Giá trị thuầnTriệu VND > Tại ngày 31 tháng 12 năm 2021,numeric__Tổng giá trị của hợp đồng(theo tỷ giá ngày hiệu lực hợp đồng)Triệu VND > Tại ngày 31 tháng 12 năm 2021,numeric__Tổng giá trị ghi số kế toán(theo tỷ giá tại ngày kết thúc kỳ kế toán năm) > Tài sảnTriệu VND > Tại ngày 31 tháng 12 năm 2021,numeric__Tổng giá trị ghi số kế toán(theo tỷ giá tại ngày kết thúc kỳ kế toán năm) > Nợ phải trảTriệu VND > Tại ngày 31 tháng 12 năm 2021,numeric__Tổng giá trị ghi số kế toán(theo tỷ giá tại ngày kết thúc kỳ kế toán năm) > Giá trị thuầnTriệu VND > Tại ngày 31 tháng 12 năm 2021
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,3.658.202,16.476,(12.143),4.333,3658202.0,16476.0,-12143.0,4333.0
Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,40.236.601,319.637,(70.505),249.132,40236601.0,319637.0,-70505.0,249132.0
,,,43.894.803,336.113,(82.648),253.465,43894803.0,336113.0,-82648.0,253465.0
Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,,,,
Giao dịch kỳ hạn tiền tệ,Tại ngày 31 tháng 12 năm 2020 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,1.519.254,14.580,(400),14.180,1519254.0,14580.0,-400.0,14180.0
Giao dịch hoán đổi tiền tệ,Tại ngày 31 tháng 12 năm 2020 > Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,13.433.431,144.601,(24.340),120.261,13433431.0,144601.0,-24340.0,120261.0
,,,14.952.685,159.181,(24.740),134.441,14952685.0,159181.0,-24740.0,134441.0
