row_label_raw,row_label_full,col_0,Dự phòng giảm giá chứng khoán vốn Triệu VND,Dự phòng chung cho chứng khoán nợ sẵn sàng để bán Triệu VND,Dự phòng cụ thể cho chứng khoán nợ sẵn sàng để bán Triệu VND,Tổng cộng Triệu VND,numeric__Dự phòng giảm giá chứng khoán vốn Triệu VND,numeric__Dự phòng chung cho chứng khoán nợ sẵn sàng để bán Triệu VND,numeric__Dự phòng cụ thể cho chứng khoán nợ sẵn sàng để bán Triệu VND,numeric__Tổng cộng Triệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,32.993,30.510,148.934,212.437,32993.0,30510.0,148934.0,212437.0
Hoàn nhập trong năm,Hoàn nhập trong năm,Hoàn nhập trong năm,-,(14.596),(111.000),(125.596),,-14596.0,-111000.0,-125596.0
Phân loại lại từ dự phòng rủi ro chứng khoán đến ngày đáo hạn,Phân loại lại từ dự phòng rủi ro chứng khoán đến ngày đáo hạn,Phân loại lại từ dự phòng rủi ro chứng khoán đến ngày đáo hạn,-,31.125,-,31.125,,31125.0,,31125.0
,,,32.993,47.039,37.934,117.966,32993.0,47039.0,37934.0,117966.0
