row_label_raw,row_label_full,col_0,Giao dịch,Giao dịch_1,numeric__Giao dịch,numeric__Giao dịch_1
,,,2021Triệu VNDDoanh thu/(chi phí),2020Triệu VNDDoanh thu/(chi phí),,
Công ty TNHH MTV Tài chính Ngân hàng TMCP,Công ty TNHH MTV Tài chính Ngân hàng TMCP,Công ty TNHH MTV Tài chính Ngân hàng TMCP,Công ty TNHH MTV Tài chính Ngân hàng TMCP,Công ty TNHH MTV Tài chính Ngân hàng TMCP,,
"Sài Gòn - Hà Nội (""SHB FC"")","Sài Gòn - Hà Nội (""SHB FC"")","Sài Gòn - Hà Nội (""SHB FC"")","Sài Gòn - Hà Nội (""SHB FC"")","Sài Gòn - Hà Nội (""SHB FC"")",,
▪ Chi phí lãi tiền gửi,"Sài Gòn - Hà Nội (""SHB FC"") > ▪ Chi phí lãi tiền gửi",▪ Chi phí lãi tiền gửi,-,(707),,-707.0
▪ Thu nhập từ cho thuê văn phòng,"Sài Gòn - Hà Nội (""SHB FC"") > ▪ Thu nhập từ cho thuê văn phòng",▪ Thu nhập từ cho thuê văn phòng,876,198,876.0,198.0
▪ Thu lãi tiền gửi,"Sài Gòn - Hà Nội (""SHB FC"") > ▪ Thu lãi tiền gửi",▪ Thu lãi tiền gửi,701,-,701.0,
"Ngân hàng TNHH MTV Sài Gòn Hà Nội Campuchia(""SHB Campuchia"")","Ngân hàng TNHH MTV Sài Gòn Hà Nội Campuchia(""SHB Campuchia"")","Ngân hàng TNHH MTV Sài Gòn Hà Nội Campuchia(""SHB Campuchia"")","Ngân hàng TNHH MTV Sài Gòn Hà Nội Campuchia(""SHB Campuchia"")","Ngân hàng TNHH MTV Sài Gòn Hà Nội Campuchia(""SHB Campuchia"")",,
▪ Chi phí lãi tiền gửi,"Ngân hàng TNHH MTV Sài Gòn Hà Nội Campuchia(""SHB Campuchia"") > ▪ Chi phí lãi tiền gửi",▪ Chi phí lãi tiền gửi,(18.824),(187.724),-18824.0,-187724.0
"Thành viên Hội đồng Quản trị, Ban điều hành","Thành viên Hội đồng Quản trị, Ban điều hành","Thành viên Hội đồng Quản trị, Ban điều hành","Thành viên Hội đồng Quản trị, Ban điều hành","Thành viên Hội đồng Quản trị, Ban điều hành",,
"▪ Thù lao của Hội đồng Quản trị, Ban KS","Thành viên Hội đồng Quản trị, Ban điều hành > ▪ Thù lao của Hội đồng Quản trị, Ban KS","▪ Thù lao của Hội đồng Quản trị, Ban KS",33.700,29.298,33700.0,29298.0
"▪ Lương, thường của Ban Điều hành","Thành viên Hội đồng Quản trị, Ban điều hành > ▪ Lương, thường của Ban Điều hành","▪ Lương, thường của Ban Điều hành",28.911,35.210,28911.0,35210.0
