row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,%,31/12/2020Triệu VND,%_1,numeric__31/12/2021Triệu VND,numeric__%,numeric__31/12/2020Triệu VND,numeric__%_1
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,,,,
Công ty Nhà nước,Cho vay các tổ chức kinh tế > Công ty Nhà nước,Công ty Nhà nước,5.898.388,"1,70",5.866.302,"2,00",5898388.0,1.7,5866302.0,2.0
Công ty TNHH,Cho vay các tổ chức kinh tế > Công ty TNHH,Công ty TNHH,103.888.435,"29,95",80.359.432,"27,45",103888435.0,29.95,80359432.0,27.45
Công ty cổ phần có hơn 50% vốn Nhà nước(Nhà nước chiếm cổ phần chi phối),Cho vay các tổ chức kinh tế > Công ty cổ phần có hơn 50% vốn Nhà nước(Nhà nước chiếm cổ phần chi phối),Công ty cổ phần có hơn 50% vốn Nhà nước(Nhà nước chiếm cổ phần chi phối),10.724.311,"3,09",9.162.590,"3,13",10724311.0,3.09,9162590.0,3.13
Công ty cổ phần khác,Cho vay các tổ chức kinh tế > Công ty cổ phần khác,Công ty cổ phần khác,155.295.412,"44,78",135.715.342,"46,36",155295412.0,44.78,135715342.0,46.36
Công ty hợp danh,Cho vay các tổ chức kinh tế > Công ty hợp danh,Công ty hợp danh,40.558,"0,01",24.054,"0,01",40558.0,0.01,24054.0,0.01
Doanh nghiệp tư nhân,Cho vay các tổ chức kinh tế > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,3.652.898,"1,05",3.223.725,"1,10",3652898.0,1.05,3223725.0,1.1
Doanh nghiệp có vốn đầu tư nước ngoài,Cho vay các tổ chức kinh tế > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,165.646,"0,05",98.390,"0,03",165646.0,0.05,98390.0,0.03
Hợp tác xã và liên hiệp hợp tác xã,Cho vay các tổ chức kinh tế > Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,12.679,"0,01",17.373,"0,01",12679.0,0.01,17373.0,0.01
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,,,,
"Hộ kinh doanh, cá nhân","Cho vay cá nhân > Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",67.113.156,"19,35",58.200.897,"19,88",67113156.0,19.35,58200897.0,19.88
Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,,,,
Thành phần kinh tế khác,Cho vay khác > Thành phần kinh tế khác,Thành phần kinh tế khác,50.070,"0,01",100.250,"0,03",50070.0,0.01,100250.0,0.03
,,,346.841.553,"100,00",292.768.355,"100,00",346841553.0,100.0,292768355.0,100.0
