row_label_raw,row_label_full,col_0,31/12/2015Triệu VND,31/12/2014Triệu VND,numeric__31/12/2015Triệu VND,numeric__31/12/2014Triệu VND
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,,,
▪ Tín phiếu Ngân hàng Nhà nước,Chứng khoán nợ > ▪ Tín phiếu Ngân hàng Nhà nước,▪ Tín phiếu Ngân hàng Nhà nước,-,1.033.278,,1033278.0
▪ Tín phiếu Kho bạc Nhà nước,Chứng khoán nợ > ▪ Tín phiếu Kho bạc Nhà nước,▪ Tín phiếu Kho bạc Nhà nước,-,250.000,,250000.0
▪ Trái phiếu Chính phủ,Chứng khoán nợ > ▪ Trái phiếu Chính phủ,▪ Trái phiếu Chính phủ,3.922.512,2.348.379,3922512.0,2348379.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,,,,
▪ Do các tổ chức tín dụng khác trong nước phát hành,Chứng khoán vốn > ▪ Do các tổ chức tín dụng khác trong nước phát hành,▪ Do các tổ chức tín dụng khác trong nước phát hành,722,722,722.0,722.0
▪ Do các tổ chức kinh tế trong nước phát hành,Chứng khoán vốn > ▪ Do các tổ chức kinh tế trong nước phát hành,▪ Do các tổ chức kinh tế trong nước phát hành,67.744,1.270,67744.0,1270.0
,,,3.990.978,3.633.649,3990978.0,3633649.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán (i),Chứng khoán vốn > Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán (i),Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán (i),(32.275),-,-32275.0,
,,,3.958.703,3.633.649,3958703.0,3633649.0
,,,31/12/2015Triệu VND,31/12/2014Triệu VND,,
Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,,,
▪ Trái phiếu Chính phủ,Chứng khoán nợ > ▪ Trái phiếu Chính phủ,▪ Trái phiếu Chính phủ,150.042,1.108.894,150042.0,1108894.0
▪ Do các tổ chức tín dụng khác trong nước phát hành – chưa niêm yết,Chứng khoán nợ > ▪ Do các tổ chức tín dụng khác trong nước phát hành – chưa niêm yết,▪ Do các tổ chức tín dụng khác trong nước phát hành – chưa niêm yết,4.600.000,4.600.000,4600000.0,4600000.0
▪ Do các tổ chức kinh tế trong nước phát hành – chưa niêm yết,Chứng khoán nợ > ▪ Do các tổ chức kinh tế trong nước phát hành – chưa niêm yết,▪ Do các tổ chức kinh tế trong nước phát hành – chưa niêm yết,5.198.000,6.025.000,5198000.0,6025000.0
,,,9.948.042,11.733.894,9948042.0,11733894.0
Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,,
▪ Dự phòng chung (ii),Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn > ▪ Dự phòng chung (ii),▪ Dự phòng chung (ii),(38.422),(44.625),-38422.0,-44625.0
,,,9.909.620,11.689.269,9909620.0,11689269.0
