row_label_raw,row_label_full,Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:,31/12/2015 > Giá trị ghi số Triệu VND > Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:,31/12/2015 > Giá trị hợp lý Triệu VND > Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:,31/12/2014 > Giá trị ghi số Triệu VND > Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:,31/12/2014 > Giá trị hợp lý Triệu VND > Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:,numeric__31/12/2015 > Giá trị ghi số Triệu VND > Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:,numeric__31/12/2015 > Giá trị hợp lý Triệu VND > Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:,numeric__31/12/2014 > Giá trị ghi số Triệu VND > Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:,numeric__31/12/2014 > Giá trị hợp lý Triệu VND > Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:
- Các khoản nợ NHNNVN,- Các khoản nợ NHNNVN,- Các khoản nợ NHNNVN,(544.945),(*),(6.613),(*),-544945.0,,-6613.0,
- Tiền gửi và vay các tổ chức tín dụng khác,- Tiền gửi và vay các tổ chức tín dụng khác,- Tiền gửi và vay các tổ chức tín dụng khác,(7.933.317),(*),(41.043.340),(*),-7933317.0,,-41043340.0,
- Tiền gửi của khách hàng,- Tiền gửi của khách hàng,- Tiền gửi của khách hàng,(98.525.233),(*),(101.471.428),(*),-98525233.0,,-101471428.0,
- Phát hành giấy tờ có giá,- Phát hành giấy tờ có giá,- Phát hành giấy tờ có giá,(3.000.392),(*),(3.008.378),(*),-3000392.0,,-3008378.0,
"- Các khoản lãi, phí phải trả","- Các khoản lãi, phí phải trả","- Các khoản lãi, phí phải trả",(1.510.582),(*),(1.264.494),(*),-1510582.0,,-1264494.0,
- Nợ phải trả tài chính khác,- Nợ phải trả tài chính khác,- Nợ phải trả tài chính khác,(1.047.953),(*),(1.132.105),(*),-1047953.0,,-1132105.0,
