row_label_raw,row_label_full,col_0,31/12/2014(theo báo cáotrước đây)Triệu VND,Điều chínhTriệu VND,31/12/2014(đã điềuchính lại)Triệu VND,numeric__31/12/2014(theo báo cáotrước đây)Triệu VND,numeric__Điều chínhTriệu VND,numeric__31/12/2014(đã điềuchính lại)Triệu VND
Tài sản cố định hữu hình – nguyên giá,Tài sản cố định hữu hình – nguyên giá,Tài sản cố định hữu hình – nguyên giá,1.799.346,50,1.799.396,1799346.0,50.0,1799396.0
Tài sản cố định hữu hình – giá trị hao mòn lũy kế,Tài sản cố định hữu hình – giá trị hao mòn lũy kế,Tài sản cố định hữu hình – giá trị hao mòn lũy kế,(770.431),521,(769.910),-770431.0,521.0,-769910.0
Tài sản cố định vô hình – nguyên giá,Tài sản cố định vô hình – nguyên giá,Tài sản cố định vô hình – nguyên giá,3.448.936,(142.211),3.306.725,3448936.0,-142211.0,3306725.0
Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,325.175,806.930,1.132.105,325175.0,806930.0,1132105.0
Lợi nhuận chưa phân phối/(lỗ lũy kế),Lợi nhuận chưa phân phối/(lỗ lũy kế),Lợi nhuận chưa phân phối/(lỗ lũy kế),90.293,(948.570),(858.277),90293.0,-948570.0,-858277.0
