row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2014,VNDTriệu VND,USDTriệu VND,VàngTriệu VND,EURTriệu VND,Tiền tệ khácTriệu VND,TổngTriệu VND,numeric__VNDTriệu VND,numeric__USDTriệu VND,numeric__VàngTriệu VND,numeric__EURTriệu VND,numeric__Tiền tệ khácTriệu VND,numeric__TổngTriệu VND
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,
"Tiền mặt, vàng","Tài sản > Tiền mặt, vàng","Tiền mặt, vàng",701.159,315.401,264.683,95.320,285.469,1.662.032,701159.0,315401.0,264683.0,95320.0,285469.0,1662032.0
Tiền gửi tại NHNNVN,Tài sản > Tiền gửi tại NHNNVN,Tiền gửi tại NHNNVN,2.106.702,1.108.265,-,-,-,3.214.967,2106702.0,1108265.0,,,,3214967.0
Tiền gửi và cho vay các tổ chức tín dụng,Tiền gửi và cho vay các tổ chức tín dụng,Tiền gửi và cho vay các tổ chức tín dụng,,,,,,,,,,,,
khác – gộp,Tiền gửi và cho vay các tổ chức tín dụng > khác – gộp,khác – gộp,28.187.206,10.910.810,-,77.118,287.982,39.463.116,28187206.0,10910810.0,,77118.0,287982.0,39463116.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tiền gửi và cho vay các tổ chức tín dụng > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,-,340.183,1.870.880,2.211.063,,,,340183.0,1870880.0,2211063.0
Cho vay khách hàng – gộp,Tiền gửi và cho vay các tổ chức tín dụng > Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,70.612.642,16.135.261,247.620,128.403,22.617,87.146.543,70612642.0,16135261.0,247620.0,128403.0,22617.0,87146543.0
Chứng khoán đầu tư – gộp,Tiền gửi và cho vay các tổ chức tín dụng > Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,20.151.866,-,-,-,-,20.151.866,20151866.0,,,,,20151866.0
"Góp vốn, đầu tư dài hạn – gộp","Tiền gửi và cho vay các tổ chức tín dụng > Góp vốn, đầu tư dài hạn – gộp","Góp vốn, đầu tư dài hạn – gộp",3.053.119,-,-,-,-,3.053.119,3053119.0,,,,,3053119.0
Tài sản cố định,Tiền gửi và cho vay các tổ chức tín dụng > Tài sản cố định,Tài sản cố định,4.253.674,-,-,-,-,4.253.674,4253674.0,,,,,4253674.0
Tài sản có khác – gộp,Tiền gửi và cho vay các tổ chức tín dụng > Tài sản có khác – gộp,Tài sản có khác – gộp,3.467.130,19.263,-,-,2,3.486.395,3467130.0,19263.0,,,2.0,3486395.0
Tổng tài sản (1),Tiền gửi và cho vay các tổ chức tín dụng > Tổng tài sản (1),Tổng tài sản (1),132.533.498,28.489.000,512.303,641.024,2.466.950,164.642.775,132533498.0,28489000.0,512303.0,641024.0,2466950.0,164642775.0
Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,,,,,,,,,,,,
Các khoản nợ NHNNVN,Nợ phải trả và vốn chủ sở hữu > Các khoản nợ NHNNVN,Các khoản nợ NHNNVN,-,6.613,-,-,-,6.613,,6613.0,,,,6613.0
Tiền gửi và vay các tổ chức tín dụng khác,Nợ phải trả và vốn chủ sở hữu > Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,27.510.775,13.532.407,-,115,43,41.043.340,27510775.0,13532407.0,,115.0,43.0,41043340.0
Tiền gửi của khách hàng,Nợ phải trả và vốn chủ sở hữu > Tiền gửi của khách hàng,Tiền gửi của khách hàng,86.879.572,11.544.757,-,626.802,2.420.297,101.471.428,86879572.0,11544757.0,,626802.0,2420297.0,101471428.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả và vốn chủ sở hữu > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,930.045,1.267.583,-,-,-,2.197.628,930045.0,1267583.0,,,,2197628.0
Phát hành giấy tờ có giá,Nợ phải trả và vốn chủ sở hữu > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,3.005.381,2.997,-,-,-,3.008.378,3005381.0,2997.0,,,,3008378.0
Các khoản nợ khác,Nợ phải trả và vốn chủ sở hữu > Các khoản nợ khác,Các khoản nợ khác,2.232.511,153.758,-,208,10.122,2.396.599,2232511.0,153758.0,,208.0,10122.0,2396599.0
Vốn và các quỹ,Nợ phải trả và vốn chủ sở hữu > Vốn và các quỹ,Vốn và các quỹ,13.093.776,-,-,-,-,13.093.776,13093776.0,,,,,13093776.0
Tổng nợ phải trả (2),Nợ phải trả và vốn chủ sở hữu > Tổng nợ phải trả (2),Tổng nợ phải trả (2),133.652.060,26.508.115,-,627.125,2.430.462,163.217.762,133652060.0,26508115.0,,627125.0,2430462.0,163217762.0
Trạng thái tiền tệ nội bảng [(3)=(1)-(2)],Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ nội bảng [(3)=(1)-(2)],Trạng thái tiền tệ nội bảng [(3)=(1)-(2)],(1.118.562),1.980.885,512.303,13.899,36.488,1.425.013,-1118562.0,1980885.0,512303.0,13899.0,36488.0,1425013.0
Trạng thái tiền tệ ngoại bảng (4),Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ ngoại bảng (4),Trạng thái tiền tệ ngoại bảng (4),766.752,(758.308),(6.339),(6.218),3.338,(775),766752.0,-758308.0,-6339.0,-6218.0,3338.0,-775.0
"Trạng thái tiền tệ nội, ngoại bảng [(5)=(3)+(4)]","Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ nội, ngoại bảng [(5)=(3)+(4)]","Trạng thái tiền tệ nội, ngoại bảng [(5)=(3)+(4)]",(351.810),1.222.577,505.964,7.681,39.826,1.424.238,-351810.0,1222577.0,505964.0,7681.0,39826.0,1424238.0
