row_label_raw,row_label_full,col_0,Ảnh hưởng đến lợi nhuận sau thuế Triệu VND,numeric__Ảnh hưởng đến lợi nhuận sau thuế Triệu VND
Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015,
USD (mạnh lên 5%),Ngày 31 tháng 12 năm 2015 > USD (mạnh lên 5%),USD (mạnh lên 5%),41.544,41544.0
EUR (yếu đi 6%),Ngày 31 tháng 12 năm 2015 > EUR (yếu đi 6%),EUR (yếu đi 6%),(289),-289.0
XAU (yếu đi 8%),Ngày 31 tháng 12 năm 2015 > XAU (yếu đi 8%),XAU (yếu đi 8%),(19.301),-19301.0
Ngày 31 tháng 12 năm 2014,Ngày 31 tháng 12 năm 2014,Ngày 31 tháng 12 năm 2014,Ngày 31 tháng 12 năm 2014,
USD (mạnh lên 1%),Ngày 31 tháng 12 năm 2014 > USD (mạnh lên 1%),USD (mạnh lên 1%),9.536,9536.0
EUR (yếu đi 10%),Ngày 31 tháng 12 năm 2014 > EUR (yếu đi 10%),EUR (yếu đi 10%),(599),-599.0
"XAU (mạnh lên 0,4%)","Ngày 31 tháng 12 năm 2014 > XAU (mạnh lên 0,4%)","XAU (mạnh lên 0,4%)",1.579,1579.0
