row_label_raw,row_label_full,col_0,col_1,2015Triệu VND,2014Triệu VNDĐã phân loại lại,numeric__col_1,numeric__2015Triệu VND,numeric__2014Triệu VNDĐã phân loại lại
,,,,2015Triệu VND,2014Triệu VNDĐã phân loại lại,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 01,01,Mua sắm tài sản cố định,(276.312),(462.425),,-276312.0,-462425.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",299.006,127.208,,299006.0,127208.0
07,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 07,07,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",-,(6.545),,,-6545.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 08,08,Tiền thu đầu tư góp vốn vào đơn vị khác,-,12.907,,,12907.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn",2.308,2.286,,2308.0,2286.0
II,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG ĐẦU TƯ,25.002,(326.569),,25002.0,-326569.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 04,04,Cổ tức trả cho cổ đông,(89),(490.978),,-89.0,-490978.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 05,05,Tiền chi ra mua cổ phiếu quỹ,-,(78.273),,,-78273.0
III,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,(89),(569.251),,-89.0,-569251.0
IV,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,(27.787.782),(83.632),,-27787782.0,-83632.0
V,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN TẠI THỜI ĐIỂM ĐẦU NĂM,40.362.478,40.446.110,,40362478.0,40446110.0
VII,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN TẠI THỜI ĐIỂM CUỐI NĂM (THUYẾT MINH SỐ 31),12.574.696,40.362.478,,12574696.0,40362478.0
,,,,2015Triệu VND,2014Triệu VND,,,
CÁC GIAO ĐỊCH PHI TIÊN TỆ TRỌNG YẾU TỪ HOẠT ĐỘNG ĐẦU TƯ,CÁC GIAO ĐỊCH PHI TIÊN TỆ TRỌNG YẾU TỪ HOẠT ĐỘNG ĐẦU TƯ,CÁC GIAO ĐỊCH PHI TIÊN TỆ TRỌNG YẾU TỪ HOẠT ĐỘNG ĐẦU TƯ,CÁC GIAO ĐỊCH PHI TIÊN TỆ TRỌNG YẾU TỪ HOẠT ĐỘNG ĐẦU TƯ,CÁC GIAO ĐỊCH PHI TIÊN TỆ TRỌNG YẾU TỪ HOẠT ĐỘNG ĐẦU TƯ,CÁC GIAO ĐỊCH PHI TIÊN TỆ TRỌNG YẾU TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Nguyên giá của chi phí xây dựng cơ bản dở dang do Ngân hàng nhận được thông qua hình thức cản trừ khoản cho vay khách hàng,CÁC GIAO ĐỊCH PHI TIÊN TỆ TRỌNG YẾU TỪ HOẠT ĐỘNG ĐẦU TƯ > Nguyên giá của chi phí xây dựng cơ bản dở dang do Ngân hàng nhận được thông qua hình thức cản trừ khoản cho vay khách hàng,Nguyên giá của chi phí xây dựng cơ bản dở dang do Ngân hàng nhận được thông qua hình thức cản trừ khoản cho vay khách hàng,Nguyên giá của chi phí xây dựng cơ bản dở dang do Ngân hàng nhận được thông qua hình thức cản trừ khoản cho vay khách hàng,403.898,-,,403898.0,
