row_label_raw,row_label_full,col_0,col_1,Thuyết minh,2015Triệu VND,2014Triệu VNDĐã điều chỉnh/phân loại lại,numeric__col_1,numeric__Thuyết minh,numeric__2015Triệu VND,numeric__2014Triệu VNDĐã điều chỉnh/phân loại lại
XI,XI,XI,Tổng lợi nhuận trước thuế (mang từ trang trước sang),,63.312,342.139,,,63312.0,342139.0
7,7,7,Chi phí thuế TNDN hiện hành,30,(18.643),(10.248),,30.0,-18643.0,-10248.0
8,8,8,Chi phí thuế TNDN hoãn lại,30,-,-,,30.0,,
XII,XII,XII,Chi phí thuế TNDN,30,(18.643),(10.248),,30.0,-18643.0,-10248.0
XIII,XIII,XIII,Lợi nhuận sau thuế TNDN,,44.669,331.891,,,44669.0,331891.0
