row_label_raw,row_label_full,Bên đi vay > AAA Aircraft Asset Company Limited (*),Nguyên tệ > USD,"Lãi suất năm > 2,5%",Năm đảo hạn > 2025,2021 VND > 492.816.672.000,2020 VND > 499.159.644.000,numeric__Nguyên tệ > USD,"numeric__Lãi suất năm > 2,5%",numeric__Năm đảo hạn > 2025,numeric__2021 VND > 492.816.672.000,numeric__2020 VND > 499.159.644.000
Apricot Aircraft Assets No. 1 Limited (**),Apricot Aircraft Assets No. 1 Limited (**),Apricot Aircraft Assets No. 1 Limited (**),USD,5%,2033,296.831.650.692,-,,0.05,2033.0,296831650692.0,
,,,,,,789.648.322.692,499.159.644.000,,,,789648322692.0,499159644000.0
