row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
100,100,100,TÀI SẢN NGĂN HẠN,,26.866.732.678.773,25.382.768.751.524,,,26866732678773.0,25382768751524.0
110,110,110,Tiền và các khoản tương đương tiền,4,1.868.252.946.557,2.926.425.627.363,,4.0,1868252946557.0,2926425627363.0
111,111,111,Tiền,,983.304.817.181,1.240.956.976.086,,,983304817181.0,1240956976086.0
112,112,112,Các khoản tương đương tiền,,884.948.129.376,1.685.468.651.277,,,884948129376.0,1685468651277.0
120,120,120,Đầu tư tài chính ngắn hạn,,859.475.421.096,604.000.000.000,,,859475421096.0,604000000000.0
121,121,121,Chứng khoán kinh doanh,5(a),990.000.000.000,990.000.000.000,,,990000000000.0,990000000000.0
122,122,122,Dự phòng giảm giá chứng khoán kinh doanh,5(a),(135.000.000.000),(390.000.000.000),,,-135000000000.0,-390000000000.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,,4.475.421.096,4.000.000.000,,,4475421096.0,4000000000.0
130,130,130,Các khoản phải thu ngắn hạn,,23.261.094.436.070,20.896.413.814.943,,,23261094436070.0,20896413814943.0
131,131,131,Phải thu ngắn hạn của khách hàng,6,11.452.445.071.396,8.595.121.205.429,,6.0,11452445071396.0,8595121205429.0
132,132,132,Trả trước cho người bán ngắn hạn,7,100.108.467.605,163.063.451.513,,7.0,100108467605.0,163063451513.0
135,135,135,Phải thu về cho vay ngắn hạn,8(a),657.000.000.000,-,,,657000000000.0,
136,136,136,Phải thu ngắn hạn khác,9(a),11.051.540.897.069,12.138.229.158.001,,,11051540897069.0,12138229158001.0
140,140,140,Hàng tồn kho,,811.247.030.655,712.093.262.127,,,811247030655.0,712093262127.0
141,141,141,Hàng tồn kho,10,811.247.030.655,712.093.262.127,,10.0,811247030655.0,712093262127.0
150,150,150,Tài sản ngắn hạn khác,,66.662.844.395,243.836.047.091,,,66662844395.0,243836047091.0
151,151,151,Chi phí trả trước ngắn hạn,11(a),16.306.514.272,212.806.066.718,,,16306514272.0,212806066718.0
152,152,152,"Thuế Giá trị Gia tăng (""GTGT"") được khấu trừ",16(a),50.356.330.123,2.665.999.116,,,50356330123.0,2665999116.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,,-,28.363.981.257,,,,28363981257.0
