row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày 31 tháng 12 năm,Năm tài chính kết thúc ngày 31 tháng 12 năm_1,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm_1
,,,2021VND,2020VND,,
Vay dài hạn đến hạn phải trả,Vay dài hạn đến hạn phải trả,Vay dài hạn đến hạn phải trả,1.040.424.430.000,2.622.989.083.545,1040424430000.0,2622989083545.0
"Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi",380.676.119.348,-,380676119348.0,
Phân loại lại khoản cho vay sang phải thu ngắn hạn khác do thanh lý hợp đồng hợp tác kinh doanh,Phân loại lại khoản cho vay sang phải thu ngắn hạn khác do thanh lý hợp đồng hợp tác kinh doanh,Phân loại lại khoản cho vay sang phải thu ngắn hạn khác do thanh lý hợp đồng hợp tác kinh doanh,-,701.500.000.000,,701500000000.0
