row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
300,300,300,NỘ PHẢI TRẢ,,34.799.493.690.860,30.218.431.246.643,,,34799493690860.0,30218431246643.0
310,310,310,Nợ ngắn hạn,,15.522.180.566.553,19.833.798.568.095,,,15522180566553.0,19833798568095.0
311,311,311,Phải trả người bán ngắn hạn,14,3.241.429.731.841,3.421.611.923.374,,14.0,3241429731841.0,3421611923374.0
312,312,312,Người mua trả tiền trước ngắn hạn,15,544.895.468.268,772.902.367.939,,15.0,544895468268.0,772902367939.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,16(b),288.705.246.334,293.546.908.739,,,288705246334.0,293546908739.0
314,314,314,Phải trả người lao động,,81.631.536.906,62.911.822.426,,,81631536906.0,62911822426.0
315,315,315,Chi phí phải trả ngắn hạn,17,929.357.469.634,867.910.965.757,,17.0,929357469634.0,867910965757.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,18,381.579.736.840,867.654.596.914,,18.0,381579736840.0,867654596914.0
319,319,319,Phải trả ngắn hạn khác,19(a),1.092.825.880.639,1.588.286.971.646,,,1092825880639.0,1588286971646.0
320,320,320,Vay ngắn hạn,20(a),7.320.070.386.166,10.094.815.636.734,,,7320070386166.0,10094815636734.0
321,321,321,Dự phòng phải trả ngắn hạn,21,1.314.535.033.134,1.864.157.374.566,,21.0,1314535033134.0,1864157374566.0
322,322,322,"Quỹ khen thưởng, phúc lợi",22,327.150.076.791,-,,22.0,327150076791.0,
330,330,330,Nợ dài hạn,,19.277.313.124.307,10.384.632.678.548,,,19277313124307.0,10384632678548.0
337,337,337,Phải trả dài hạn khác,19(b),50.852.726.178,42.376.777.401,,,50852726178.0,42376777401.0
338,338,338,Vay dài hạn,20(b),8.140.241.446.768,1.347.040.509.856,,,8140241446768.0,1347040509856.0
341,341,341,Thuế thu nhập hoãn lại phải trả,23,154.517.071.443,67.824.775.143,,23.0,154517071443.0,67824775143.0
342,342,342,Dự phòng phải trả dài hạn,21,10.931.701.879.918,8.927.390.616.148,,21.0,10931701879918.0,8927390616148.0
400,400,400,VỐN CHỦ SỞ HỮU,,16.854.210.320.480,14.978.398.985.118,,,16854210320480.0,14978398985118.0
410,410,410,Vốn chủ sở hữu,,16.854.210.320.480,14.978.398.985.118,,,16854210320480.0,14978398985118.0
411,411,411,Vốn góp của chủ sở hữu,"24, 25",5.416.113.340.000,5.416.113.340.000,,,5416113340000.0,5416113340000.0
411a,411a,411a,- Cổ phiếu phổ thống có quyền biểu quyết,,5.416.113.340.000,5.416.113.340.000,,,5416113340000.0,5416113340000.0
412,412,412,Thặng dư vốn cổ phần,25,247.483.117.899,245.949.492.805,,25.0,247483117899.0,245949492805.0
415,415,415,Cổ phiếu quỹ,25,-,(2.347.121.362.620),,25.0,,-2347121362620.0
417,417,417,Chênh lệch tỷ giá hối đoái,25,(110.730.393.251),73.551.097.850,,25.0,-110730393251.0,73551097850.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",25,11.281.432.588.734,11.589.250.587.139,,25.0,11281432588734.0,11589250587139.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,11.208.574.467.791,11.520.659.436.312,,,11208574467791.0,11520659436312.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,72.858.120.943,68.591.150.827,,,72858120943.0,68591150827.0
429,429,429,Lợi ích cổ đông không kiểm soát,25,19.911.667.098,655.829.944,,25.0,19911667098.0,655829944.0
440,440,440,TỔNG NGUỒN VỐN,,51.653.704.011.340,45.196.830.231.761,,,51653704011340.0,45196830231761.0
