row_label_raw,row_label_full,Công ty liên kết (v),468.344.946.987,468.344.946.987_1,numeric__468.344.946.987,numeric__468.344.946.987_1
Bên liên quan khác (vi),Bên liên quan khác (vi),Bên liên quan khác (vi),1.951.602.041.056,257.619.240.719,1951602041056.0,257619240719.0
,,,2.419.946.988.043,725.964.187.706,2419946988043.0,725964187706.0
