row_label_raw,row_label_full,col_0,2021VND,2020VND,numeric__2021VND,numeric__2020VND
viii) Hoạt động đầu tư (tiếp theo),viii) Hoạt động đầu tư (tiếp theo),viii) Hoạt động đầu tư (tiếp theo),viii) Hoạt động đầu tư (tiếp theo),viii) Hoạt động đầu tư (tiếp theo),,
Mua trái phiếu doanh nghiệp phát hành,Mua trái phiếu doanh nghiệp phát hành,Mua trái phiếu doanh nghiệp phát hành,Mua trái phiếu doanh nghiệp phát hành,Mua trái phiếu doanh nghiệp phát hành,,
Tiền đã đặt cọc mua trái phiếu,Mua trái phiếu doanh nghiệp phát hành > Tiền đã đặt cọc mua trái phiếu,Tiền đã đặt cọc mua trái phiếu,-,2.000.000.000.000,,2000000000000.0
Nhận hoàn trả tiền đặt cọc mua trái phiếu,Mua trái phiếu doanh nghiệp phát hành > Nhận hoàn trả tiền đặt cọc mua trái phiếu,Nhận hoàn trả tiền đặt cọc mua trái phiếu,-,2.000.000.000.000,,2000000000000.0
Lãi phát sinh,Mua trái phiếu doanh nghiệp phát hành > Lãi phát sinh,Lãi phát sinh,-,52.661.095.889,,52661095889.0
Chuyển nhượng quyền kinh doanh và khai thác,Chuyển nhượng quyền kinh doanh và khai thác,Chuyển nhượng quyền kinh doanh và khai thác,Chuyển nhượng quyền kinh doanh và khai thác,Chuyển nhượng quyền kinh doanh và khai thác,,
Thu nhập từ chuyển nhượng,Chuyển nhượng quyền kinh doanh và khai thác > Thu nhập từ chuyển nhượng,Thu nhập từ chuyển nhượng,-,793.160.000.000,,793160000000.0
Nhận tiền chuyển nhượng,Chuyển nhượng quyền kinh doanh và khai thác > Nhận tiền chuyển nhượng,Nhận tiền chuyển nhượng,290.000.000.000,400.000.000.000,290000000000.0,400000000000.0
Thanh lý quyền và nghĩa vụ tại dự án bất động sản,Thanh lý quyền và nghĩa vụ tại dự án bất động sản,Thanh lý quyền và nghĩa vụ tại dự án bất động sản,Thanh lý quyền và nghĩa vụ tại dự án bất động sản,Thanh lý quyền và nghĩa vụ tại dự án bất động sản,,
Phân loại lại khoản cho vay sangphải thu ngắn hạn khác do thanhIy hợp đồng hợp tác kinh doanh,Thanh lý quyền và nghĩa vụ tại dự án bất động sản > Phân loại lại khoản cho vay sangphải thu ngắn hạn khác do thanhIy hợp đồng hợp tác kinh doanh,Phân loại lại khoản cho vay sangphải thu ngắn hạn khác do thanhIy hợp đồng hợp tác kinh doanh,-,701.500.000.000,,701500000000.0
Lãi phát sinh,Thanh lý quyền và nghĩa vụ tại dự án bất động sản > Lãi phát sinh,Lãi phát sinh,770.506.849,31.460.986.301,770506849.0,31460986301.0
Nhận tiền thanh toán,Thanh lý quyền và nghĩa vụ tại dự án bất động sản > Nhận tiền thanh toán,Nhận tiền thanh toán,656.700.000.000,-,656700000000.0,
Đầu tư các dự án với bên liên quan khác,Đầu tư các dự án với bên liên quan khác,Đầu tư các dự án với bên liên quan khác,Đầu tư các dự án với bên liên quan khác,Đầu tư các dự án với bên liên quan khác,,
Nhận tiền đặt cọc,Đầu tư các dự án với bên liên quan khác > Nhận tiền đặt cọc,Nhận tiền đặt cọc,1.200.000.000.000,790.000.000.000,1200000000000.0,790000000000.0
Trả tiền đặt cọc,Đầu tư các dự án với bên liên quan khác > Trả tiền đặt cọc,Trả tiền đặt cọc,1.990.000.000.000,-,1990000000000.0,
Chi phí lãi phát sinh,Đầu tư các dự án với bên liên quan khác > Chi phí lãi phát sinh,Chi phí lãi phát sinh,46.772.465.754,-,46772465754.0,
Cho vayBên liên quan khác,Đầu tư các dự án với bên liên quan khác > Cho vayBên liên quan khác,Cho vayBên liên quan khác,953.831.650.692,-,953831650692.0,
ix) Giao dịch khác,ix) Giao dịch khác,ix) Giao dịch khác,ix) Giao dịch khác,ix) Giao dịch khác,,
Trả trước tiền thuê văn phòngCổ đông lớn,ix) Giao dịch khác > Trả trước tiền thuê văn phòngCổ đông lớn,Trả trước tiền thuê văn phòngCổ đông lớn,-,21.504.159.376,,21504159376.0
Tiền thuê văn phòngCổ đông lớn,ix) Giao dịch khác > Tiền thuê văn phòngCổ đông lớn,Tiền thuê văn phòngCổ đông lớn,8.378.243.913,8.378.243.913,8378243913.0,8378243913.0
Bên liên quan khác,ix) Giao dịch khác > Bên liên quan khác,Bên liên quan khác,36.093.425.436,24.246.902.255,36093425436.0,24246902255.0
,,,44.471.669.349,32.625.146.168,44471669349.0,32625146168.0
