row_label_raw,row_label_full,col_0,2021VND,2020VND,numeric__2021VND,numeric__2020VND
Doanh thu,Doanh thu,Doanh thu,Doanh thu,Doanh thu,,
Doanh thu bán thành phẩm,Doanh thu > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,27.684.016.072.738,11.598.722.551.476,27684016072738.0,11598722551476.0
Doanh thu cung cấp dịch vụ,Doanh thu > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,522.133.783.013,15.268.541.331,522133783013.0,15268541331.0
,,,28.206.149.855.751,11.613.991.092.807,28206149855751.0,11613991092807.0
Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,,
Chiết khấu thương mại,Các khoản giảm trừ > Chiết khấu thương mại,Chiết khấu thương mại,(23.263.689.075),(28.333.656.064),-23263689075.0,-28333656064.0
Giảm giá hàng bán,Các khoản giảm trừ > Giảm giá hàng bán,Giảm giá hàng bán,(997.097.194),(4.683.908.665),-997097194.0,-4683908665.0
Hàng bán bị trả lại,Các khoản giảm trừ > Hàng bán bị trả lại,Hàng bán bị trả lại,(8.486.833.256),(21.299.007.918),-8486833256.0,-21299007918.0
,,,(32.747.619.525),(54.316.572.647),-32747619525.0,-54316572647.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,,
Doanh thu thuần về bán thành phẩm,Doanh thu thuần về bán hàng và cung cấp dịch vụ > Doanh thu thuần về bán thành phẩm,Doanh thu thuần về bán thành phẩm,27.651.268.453.213,11.544.405.978.829,27651268453213.0,11544405978829.0
Doanh thu thuần về cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ > Doanh thu thuần về cung cấp dịch vụ,Doanh thu thuần về cung cấp dịch vụ,522.133.783.013,15.268.541.331,522133783013.0,15268541331.0
,,,28.173.402.236.226,11.559.674.520.160,28173402236226.0,11559674520160.0
