row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020(**),numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020(**)
Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),2.225.261.058.221,295.269.532.668,2225261058221.0,295269532668.0
"Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND) (*)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND) (*)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND) (*)",-,(8.858.085.980),,-8858085980.0
,,,2.225.261.058.221,286.411.446.688,2225261058221.0,286411446688.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),213.568.012,212.929.949,213568012.0,212929949.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),10.419,1.345,10419.0,1345.0
