row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,numeric__col_1,numeric__2021VND,numeric__2020VND
,,,,2021VND,2020VND,,,
Australian Steel,Australian Steel,Australian Steel,Australian Steel,64.017.284.250,-,,64017284250.0,
Asbestos Y Aceros,Asbestos Y Aceros,Asbestos Y Aceros,Asbestos Y Aceros,57.938.827.173,9.478.265.250,,57938827173.0,9478265250.0
Khác,Khác,Khác,Khác,460.705.703.847,336.740.654.901,,460705703847.0,336740654901.0
,,,,582.661.815.270,346.218.920.151,,582661815270.0,346218920151.0
15,15,15,CHI PHÍ PHÀI TRÀ NGÂN HẠN,CHI PHÍ PHÀI TRÀ NGÂN HẠN,CHI PHÍ PHÀI TRÀ NGÂN HẠN,,,
,,,,2021VND,2020VND,,,
Chi phí vận chuyển,15 > Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,35.921.902.820,9.329.977.497,,35921902820.0,9329977497.0
Chi phí lãi vay,15 > Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,13.446.082.244,654.221.488,,13446082244.0,654221488.0
Chi phí quảng cáo,15 > Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,5.451.885.000,1.744.875.000,,5451885000.0,1744875000.0
Chi phí điện sản xuất,15 > Chi phí điện sản xuất,Chi phí điện sản xuất,Chi phí điện sản xuất,11.603.816.100,13.548.831.400,,11603816100.0,13548831400.0
Khác,15 > Khác,Khác,Khác,1.366.229.501,2.534.241.330,,1366229501.0,2534241330.0
,,,,67.789.915.665,27.812.146.715,,67789915665.0,27812146715.0
