row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
200,200,200,TÀI SẢN DÀI HẠN,,3.182.316.358.021,3.270.828.788.280,,,3182316358021.0,3270828788280.0
210,210,210,Các khoản phải thu dài hạn,,6.500.000,3.470.966.092,,,6500000.0,3470966092.0
216,216,216,Phải thu dài hạn khác,8(b),6.500.000,3.470.966.092,,,6500000.0,3470966092.0
220,220,220,Tài sản cố định,,2.770.700.940.771,3.126.532.591.606,,,2770700940771.0,3126532591606.0
221,221,221,Tài sản cố định hữu hình,11(a),2.529.816.436.046,2.726.909.254.185,,,2529816436046.0,2726909254185.0
222,222,222,Nguyên giá,,4.830.028.692.167,4.637.592.539.327,,,4830028692167.0,4637592539327.0
223,223,223,Giá trị khấu hao lũy kế,,(2.300.212.256.121),(1.910.683.285.142),,,-2300212256121.0,-1910683285142.0
224,224,224,Tài sản cố định thuê tài chính,11(b),-,150.636.097.026,,,,150636097026.0
225,225,225,Nguyên giá,,-,169.433.832.365,,,,169433832365.0
226,226,226,Giá trị khấu hao lũy kế,,-,(18.797.735.339),,,,-18797735339.0
227,227,227,Tài sản cố định vô hình,11(c),240.884.504.725,248.987.240.395,,,240884504725.0,248987240395.0
228,228,228,Nguyên giá,,279.429.712.657,279.429.712.657,,,279429712657.0,279429712657.0
229,229,229,Giá trị khấu hao lũy kế,,(38.545.207.932),(30.442.472.262),,,-38545207932.0,-30442472262.0
240,240,240,Tài sản dở dang dài hạn,,176.006.903.074,58.575.728.261,,,176006903074.0,58575728261.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,176.006.903.074,58.575.728.261,,12.0,176006903074.0,58575728261.0
250,250,250,Đầu tư tài chính dài hạn,,8.180.000.000,23.180.000.000,,,8180000000.0,23180000000.0
255,255,255,Đầu tư nằm giữ đến ngày đáo hạn,5(b),8.180.000.000,23.180.000.000,,,8180000000.0,23180000000.0
260,260,260,Tài sản dài hạn khác,,227.422.014.176,59.069.502.321,,,227422014176.0,59069502321.0
261,261,261,Chi phí trả trước dài hạn,10(b),208.796.145.623,59.069.502.321,,,208796145623.0,59069502321.0
262,262,262,Tài sản thuế thu nhập hoãn lại,,18.625.868.553,-,,,18625868553.0,
270,270,270,TỔNG TÀI SẢN,,15.397.915.366.296,7.763.093.325.248,,,15397915366296.0,7763093325248.0
