row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,28.206.149.855.751,11.613.991.092.807,,,28206149855751.0,11613991092807.0
02,02,02,Các khoản giảm trừ doanh thu,,(32.747.619.525),(54.316.572.647),,,-32747619525.0,-54316572647.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,23,28.173.402.236.226,11.559.674.520.160,,23.0,28173402236226.0,11559674520160.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,24,(23.903.545.311.978),(10.690.464.691.531),,24.0,-23903545311978.0,-10690464691531.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,4.269.856.924.248,869.209.828.629,,,4269856924248.0,869209828629.0
21,21,21,Doanh thu hoạt động tài chính,25,199.218.435.866,89.088.163.360,,25.0,199218435866.0,89088163360.0
22,22,22,Chi phí tài chính,26,(397.466.220.790),(281.258.215.062),,26.0,-397466220790.0,-281258215062.0
23,23,23,- Trong đó: Chi phí lãi vay,,(243.685.237.356),(222.154.457.661),,,-243685237356.0,-222154457661.0
25,25,25,Chi phí bán hàng,27,(1.397.951.232.015),(267.948.756.419),,27.0,-1397951232015.0,-267948756419.0
26,26,26,Chi phí quản lý doanh nghiệp,28,(122.720.788.853),(91.908.570.848),,28.0,-122720788853.0,-91908570848.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,2.550.937.118.456,317.182.449.660,,,2550937118456.0,317182449660.0
31,31,31,Thu nhập khác,,10.744.953.120,3.795.441.330,,,10744953120.0,3795441330.0
32,32,32,Chi phí khác,,346.908.979,(165.774.826),,,346908979.0,-165774826.0
40,40,40,Lợi nhuận khác,,11.091.862.099,3.629.666.504,,,11091862099.0,3629666504.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,2.562.028.980.555,320.812.116.164,,,2562028980555.0,320812116164.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,29,(356.682.935.566),(25.557.009.597),,29.0,-356682935566.0,-25557009597.0
52,52,52,Thu nhập thuế TNDN hoãn lại,29,19.915.013.232,14.426.101,,29.0,19915013232.0,14426101.0
60,60,60,Lợi nhuận sau thuế TNDN,,2.225.261.058.221,295.269.532.668,,,2225261058221.0,295269532668.0
,,,Phân bổ cho:,,,,,,,
61,61,61,Cổ đông của Công ty,,2.225.261.058.221,295.269.532.668,,,2225261058221.0,295269532668.0
70,70,70,Lãi cơ bản trên cổ phiếu,21,10.419,1.345,,21.0,10419.0,1345.0
71,71,71,Lãi suy giảm trên cổ phiếu,21,10.419,1.345,,21.0,10419.0,1345.0
