row_label_raw,row_label_full,17 VAY VÀ NỘ THUÊ TÀI CHÍNH (tiếp theo),17 VAY VÀ NỘ THUÊ TÀI CHÍNH (tiếp theo)_1,17 VAY VÀ NỘ THUÊ TÀI CHÍNH (tiếp theo)_2,17 VAY VÀ NỘ THUÊ TÀI CHÍNH (tiếp theo)_3,17 VAY VÀ NỘ THUÊ TÀI CHÍNH (tiếp theo)_4,17 VAY VÀ NỘ THUÊ TÀI CHÍNH (tiếp theo)_5,numeric__17 VAY VÀ NỘ THUÊ TÀI CHÍNH (tiếp theo)_1,numeric__17 VAY VÀ NỘ THUÊ TÀI CHÍNH (tiếp theo)_2,numeric__17 VAY VÀ NỘ THUÊ TÀI CHÍNH (tiếp theo)_3,numeric__17 VAY VÀ NỘ THUÊ TÀI CHÍNH (tiếp theo)_4,numeric__17 VAY VÀ NỘ THUÊ TÀI CHÍNH (tiếp theo)_5
(b) Dài hạn,(b) Dài hạn,(b) Dài hạn,(b) Dài hạn,(b) Dài hạn,(b) Dài hạn,(b) Dài hạn,(b) Dài hạn,,,,,
,,,Tại ngày1.1.2021VND,GiảmVND,Nợ dài hạnđến hạn trảVND,Tại ngày31.12.2021VND,,,,,,
Vay ngân hàng (*),(b) Dài hạn > Vay ngân hàng (*),Vay ngân hàng (*),457.251.689.997,(104.540.200.803),(306.212.137.596),46.499.351.598,,457251689997.0,-104540200803.0,-306212137596.0,46499351598.0,
Nợ thuê tài chính,(b) Dài hạn > Nợ thuê tài chính,Nợ thuê tài chính,25.153.328.651,(14.373.330.653),(10.779.997.998),-,,25153328651.0,-14373330653.0,-10779997998.0,,
,,,482.405.018.648,(118.913.531.456),(316.992.135.594),46.499.351.598,,482405018648.0,-118913531456.0,-316992135594.0,46499351598.0,
(*) Chi tiết các khoản vay dài hạn ngân hàng tại ngày 31 tháng 12 năm 2021 như sau:,(*) Chi tiết các khoản vay dài hạn ngân hàng tại ngày 31 tháng 12 năm 2021 như sau:,(*) Chi tiết các khoản vay dài hạn ngân hàng tại ngày 31 tháng 12 năm 2021 như sau:,(*) Chi tiết các khoản vay dài hạn ngân hàng tại ngày 31 tháng 12 năm 2021 như sau:,(*) Chi tiết các khoản vay dài hạn ngân hàng tại ngày 31 tháng 12 năm 2021 như sau:,(*) Chi tiết các khoản vay dài hạn ngân hàng tại ngày 31 tháng 12 năm 2021 như sau:,(*) Chi tiết các khoản vay dài hạn ngân hàng tại ngày 31 tháng 12 năm 2021 như sau:,(*) Chi tiết các khoản vay dài hạn ngân hàng tại ngày 31 tháng 12 năm 2021 như sau:,,,,,
Ngân hàng,Ngân hàng,Ngân hàng,Giá trị (VND),Tiền tệ gốc,Đáo hạn,Hình thức đảm bào,,,,,,
Ngân hàng Thương mại Cổ phầnĐầu tư và Phát triển Việt Nam,Ngân hàng > Ngân hàng Thương mại Cổ phầnĐầu tư và Phát triển Việt Nam,Ngân hàng Thương mại Cổ phầnĐầu tư và Phát triển Việt Nam,46.499.351.598,VND,Tháng 3 năm 2023,"Nhà cửa, vật kiến trúc; máymóc thiết bị; phương tiện vậntải; và dụng cụ quản lý",,46499351598.0,,,,
"Lãi suất cho các khoản vay dài hạn từ 8,6%/năm đến 8,8%/năm","Lãi suất cho các khoản vay dài hạn từ 8,6%/năm đến 8,8%/năm","Lãi suất cho các khoản vay dài hạn từ 8,6%/năm đến 8,8%/năm","Lãi suất cho các khoản vay dài hạn từ 8,6%/năm đến 8,8%/năm","Lãi suất cho các khoản vay dài hạn từ 8,6%/năm đến 8,8%/năm","Lãi suất cho các khoản vay dài hạn từ 8,6%/năm đến 8,8%/năm","Lãi suất cho các khoản vay dài hạn từ 8,6%/năm đến 8,8%/năm","Lãi suất cho các khoản vay dài hạn từ 8,6%/năm đến 8,8%/năm",,,,,
