row_label_raw,row_label_full,Mãsố,NGUỒN VỐN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__NGUỒN VỐN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,NGUỒN VỐN,Thuyếtminh,2021VND,2020VND,,,,
300,Mãsố > 300,300,NỘ PHẢI TRẢ,,9.674.711.671.751,4.582.073.162.617,,,9674711671751.0,4582073162617.0
310,Mãsố > 310,310,Nợ ngắn hạn,,9.598.192.512.183,4.097.976.895.372,,,9598192512183.0,4097976895372.0
311,Mãsố > 311,311,Phải trả người bán ngắn hạn,13,4.879.071.761.786,1.070.443.509.756,,13.0,4879071761786.0,1070443509756.0
312,Mãsố > 312,312,Người mua trả tiền trước ngắn hạn,14,582.661.815.270,346.218.920.151,,14.0,582661815270.0,346218920151.0
313,Mãsố > 313,313,Thuế và các khoản phải nộp Nhà nước,16,189.812.745.137,51.056.523.851,,16.0,189812745137.0,51056523851.0
314,Mãsố > 314,314,Phải trả người lao động,,44.325.771.984,40.385.309.272,,,44325771984.0,40385309272.0
315,Mãsố > 315,315,Chỉ phí phải trả ngắn hạn,15,67.789.915.665,27.812.146.715,,15.0,67789915665.0,27812146715.0
319,Mãsố > 319,319,Phải trả ngắn hạn khác,,12.636.345.899,1.017.428.026,,,12636345899.0,1017428026.0
320,Mãsố > 320,320,Vay và nợ thuê tài chính ngắn hạn,17(a),3.773.154.733.117,2.520.048.120.256,,,3773154733117.0,2520048120256.0
322,Mãsố > 322,322,"Quỹ khen thưởng, phúc lợi",18,48.739.423.325,40.994.937.345,,18.0,48739423325.0,40994937345.0
330,Mãsố > 330,330,Nợ dài hạn,,76.519.159.568,484.096.267.245,,,76519159568.0,484096267245.0
337,Mãsố > 337,337,Phải trả dài hạn khác,,900.000.000,900.000.000,,,900000000.0,900000000.0
338,Mãsố > 338,338,Vay và nợ thuê tài chính dài hạn,17(b),46.499.351.598,482.405.018.648,,,46499351598.0,482405018648.0
341,Mãsố > 341,341,Thuế thu nhập hoãn lại phải trả,,29.119.807.970,791.248.597,,,29119807970.0,791248597.0
400,Mãsố > 400,400,VỐN CHỦ SỞ HỮU,,5.723.203.694.545,3.181.020.162.631,,,5723203694545.0,3181020162631.0
410,Mãsố > 410,410,Vốn chủ sở hữu,,5.723.203.694.545,3.181.020.162.631,,,5723203694545.0,3181020162631.0
411,Mãsố > 411,411,Vốn góp của chủ sở hữu,"19, 20",2.183.985.680.000,1.819.998.680.000,,,2183985680000.0,1819998680000.0
411a,Mãsố > 411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.183.985.680.000,1.819.998.680.000,,,2183985680000.0,1819998680000.0
412,Mãsố > 412,412,Thặng dư vốn cổ phần,20,785.907.272.279,766.255.590.000,,20.0,785907272279.0,766255590000.0
415,Mãsố > 415,415,Cổ phiếu quỹ,20,,(78.043.577.721),,20.0,,-78043577721.0
418,Mãsố > 418,418,Quỹ đầu tư phát triển,20,74.567.904.963,59.804.428.330,,20.0,74567904963.0,59804428330.0
420,Mãsố > 420,420,Quỹ khác thuộc vốn chủ sở hữu,20,42.586.677.857,36.681.287.204,,20.0,42586677857.0,36681287204.0
421,Mãsố > 421,421,Lợi nhuận sau thuế (“LNST”) chưa phân phối,20,2.636.156.159.446,576.323.754.818,,20.0,2636156159446.0,576323754818.0
421a,Mãsố > 421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,416.450.646.225,332.654.182.550,,,416450646225.0,332654182550.0
421b,Mãsố > 421b,421b,- LNST chưa phân phối của năm nay,,2.219.705.513.221,243.669.572.268,,,2219705513221.0,243669572268.0
440,Mãsố > 440,440,TỔNG NGUỒN VỐN,,15.397.915.366.296,7.763.093.325.248,,,15397915366296.0,7763093325248.0
