row_label_raw,row_label_full,col_0,31/12/2024Cổ phiếu,01/01/2024Cổ phiếu,numeric__31/12/2024Cổ phiếu,numeric__01/01/2024Cổ phiếu
Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,367.648.153,356.939.955,367648153.0,356939955.0
Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,367.648.153,356.939.955,367648153.0,356939955.0
- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,367.648.153,356.939.955,367648153.0,356939955.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),- Cổ phiếu ưu đãi > Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),55.534.605,55.534.605,55534605.0,55534605.0
- Cổ phiếu phổ thông,- Cổ phiếu ưu đãi > - Cổ phiếu phổ thông,- Cổ phiếu phổ thông,55.534.605,55.534.605,55534605.0,55534605.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
Số lượng cổ phiếu đang lưu hành,- Cổ phiếu ưu đãi > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,312.113.548,301.405.350,312113548.0,301405350.0
- Cổ phiếu phổ thông,- Cổ phiếu ưu đãi > - Cổ phiếu phổ thông,- Cổ phiếu phổ thông,312.113.548,301.405.350,312113548.0,301405350.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
Mệnh giá cổ phiếu đang lưu hành: 10.000VND,Mệnh giá cổ phiếu đang lưu hành: 10.000VND,Mệnh giá cổ phiếu đang lưu hành: 10.000VND,Mệnh giá cổ phiếu đang lưu hành: 10.000VND,Mệnh giá cổ phiếu đang lưu hành: 10.000VND,,
