row_label_raw,row_label_full,31/12/2024,Không quá 1 năm,Trên 1 năm,Tổng,numeric__Không quá 1 năm,numeric__Trên 1 năm,numeric__Tổng
Phải trả người bán,Phải trả người bán,Phải trả người bán,464.095.068.931,-,464.095.068.931,464095068931.0,,464095068931.0
Chỉ phí phải trả,Chỉ phí phải trả,Chỉ phí phải trả,4.821.918.376,-,4.821.918.376,4821918376.0,,4821918376.0
Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,2.713.580.820.203,-,2.713.580.820.203,2713580820203.0,,2713580820203.0
Phải trả khác,Phải trả khác,Phải trả khác,49.713.233.167,8.301.854.364,58.015.087.531,49713233167.0,8301854364.0,58015087531.0
Cộng,Cộng,Cộng,3.232.211.040.677,8.301.854.364,3.240.512.895.041,3232211040677.0,8301854364.0,3240512895041.0
01/01/2024,01/01/2024,01/01/2024,Không quá 1 năm,Trên 1 năm,Tổng,,,
Phải trả người bán,01/01/2024 > Phải trả người bán,Phải trả người bán,456.319.808.742,-,456.319.808.742,456319808742.0,,456319808742.0
Chỉ phí phải trả,01/01/2024 > Chỉ phí phải trả,Chỉ phí phải trả,3.339.377.086,-,3.339.377.086,3339377086.0,,3339377086.0
Vay và nợ thuê tài chính,01/01/2024 > Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,2.411.316.232.933,-,2.411.316.232.933,2411316232933.0,,2411316232933.0
Phải trả khác,01/01/2024 > Phải trả khác,Phải trả khác,41.125.681.831,8.251.004.364,49.376.686.195,41125681831.0,8251004364.0,49376686195.0
Cộng,01/01/2024 > Cộng,Cộng,2.912.101.100.592,8.251.004.364,2.920.352.104.956,2912101100592.0,8251004364.0,2920352104956.0
