row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2023VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2022VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2023VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2022VND
Thu nhập từ các hoạt động khác,Thu nhập từ các hoạt động khác,Thu nhập từ các hoạt động khác,Thu nhập từ các hoạt động khác,Thu nhập từ các hoạt động khác,,
Hoạt động môi giới chứng khoán và bảo lãnh phát hành,Thu nhập từ các hoạt động khác > Hoạt động môi giới chứng khoán và bảo lãnh phát hành,Hoạt động môi giới chứng khoán và bảo lãnh phát hành,307.753.807.713,343.507.436.000,307753807713.0,343507436000.0
Dịch vụ tư vấn đầu tư,Thu nhập từ các hoạt động khác > Dịch vụ tư vấn đầu tư,Dịch vụ tư vấn đầu tư,2.202.550.000,8.974.610.453,2202550000.0,8974610453.0
Dịch vụ lưu ký chứng khoán,Thu nhập từ các hoạt động khác > Dịch vụ lưu ký chứng khoán,Dịch vụ lưu ký chứng khoán,6.994.538.629,9.287.176.257,6994538629.0,9287176257.0
Quản lý danh mục đầu tư,Thu nhập từ các hoạt động khác > Quản lý danh mục đầu tư,Quản lý danh mục đầu tư,5.543.630.492,5.261.458.065,5543630492.0,5261458065.0
Cho thuê và quản lý bất động sản,Thu nhập từ các hoạt động khác > Cho thuê và quản lý bất động sản,Cho thuê và quản lý bất động sản,65.230.774.352,51.629.604.183,65230774352.0,51629604183.0
Hoạt động xây dựng và kinh doanh thương mại,Thu nhập từ các hoạt động khác > Hoạt động xây dựng và kinh doanh thương mại,Hoạt động xây dựng và kinh doanh thương mại,150.198.666.336,117.335.155.259,150198666336.0,117335155259.0
Các dịch vụ khác,Thu nhập từ các hoạt động khác > Các dịch vụ khác,Các dịch vụ khác,64.419.931.447,71.106.523.957,64419931447.0,71106523957.0
,,,602.343.898.969,607.101.964.174,602343898969.0,607101964174.0
Chi phí từ các hoạt động khác,Chi phí từ các hoạt động khác,Chi phí từ các hoạt động khác,Chi phí từ các hoạt động khác,Chi phí từ các hoạt động khác,,
Chi phí hoạt động môi giới chứng khoánvà bảo lãnh phát hành,Chi phí từ các hoạt động khác > Chi phí hoạt động môi giới chứng khoánvà bảo lãnh phát hành,Chi phí hoạt động môi giới chứng khoánvà bảo lãnh phát hành,(294.698.775.920),(260.183.083.984),-294698775920.0,-260183083984.0
Dịch vụ tư vấn đầu tư,Chi phí từ các hoạt động khác > Dịch vụ tư vấn đầu tư,Dịch vụ tư vấn đầu tư,(10.349.920.976),(14.795.922.712),-10349920976.0,-14795922712.0
Dịch vụ lưu ký chứng khoán,Chi phí từ các hoạt động khác > Dịch vụ lưu ký chứng khoán,Dịch vụ lưu ký chứng khoán,(18.158.466.835),(18.629.557.244),-18158466835.0,-18629557244.0
Quản lý danh mục đầu tư,Chi phí từ các hoạt động khác > Quản lý danh mục đầu tư,Quản lý danh mục đầu tư,(1.677.026.615),(1.249.050.860),-1677026615.0,-1249050860.0
Quản lý bất động sản,Chi phí từ các hoạt động khác > Quản lý bất động sản,Quản lý bất động sản,(79.219.663.625),(71.801.430.000),-79219663625.0,-71801430000.0
Hoạt động xây dựng và kinh doanh thương mại,Chi phí từ các hoạt động khác > Hoạt động xây dựng và kinh doanh thương mại,Hoạt động xây dựng và kinh doanh thương mại,(149.039.959.159),(160.233.135.668),-149039959159.0,-160233135668.0
Các dịch vụ khác,Chi phí từ các hoạt động khác > Các dịch vụ khác,Các dịch vụ khác,(60.135.534.942),(61.280.926.458),-60135534942.0,-61280926458.0
,,,(613.279.348.072),(588.173.106.926),-613279348072.0,-588173106926.0
TỔNG CỘNG,Chi phí từ các hoạt động khác > TỔNG CỘNG,TỔNG CỘNG,(10.935.449.103),18.928.857.248,-10935449103.0,18928857248.0
