row_label_raw,row_label_full,col_0,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023 VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022 VND,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023 VND,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022 VND
Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,18.1,702.272.217.123,509.061.090.937,181.0,702272217123.0,509061090937.0
Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,,291.184.583,5.110.164.261,,291184583.0,5110164261.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,702.563.401.706,514.171.255.198,,702563401706.0,514171255198.0
