row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2022,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2023,numeric__Ngày 31 tháng 12 năm 2022
300,300,300,C. NỘ PHẢI TRẢ,,198.842.579.484.569,180.393.018.780.152,,,198842579484569.0,180393018780152.0
310,310,310,I. Nợ ngắn hạn,,30.823.017.939.929,32.503.856.533.023,,,30823017939929.0,32503856533023.0
311,311,311,1. Phải trả người bán ngắn hạn,15,2.528.828.344.760,2.456.749.443.671,,15.0,2528828344760.0,2456749443671.0
311.1,311.1,311.1,1.1 Phải trả hoạt động bảo hiểm,,2.486.127.371.391,2.399.587.068.578,,,2486127371391.0,2399587068578.0
311.3,311.3,311.3,1.2 Phải trả người bán và nhà cung cấp dịch vụ,,42.700.973.369,57.162.375.093,,,42700973369.0,57162375093.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,19.647.000.000,19.391.500.000,,,19647000000.0,19391500000.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,16,178.701.940.806,161.793.689.583,,16.0,178701940806.0,161793689583.0
314,314,314,4. Phải trả người lao động,,1.461.593.286.260,1.372.821.061.100,,,1461593286260.0,1372821061100.0
315,315,315,5. Chi phí phải trả ngắn hạn,,112.103.676.602,123.719.933.373,,,112103676602.0,123719933373.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,17,166.389.887.740,195.111.812.741,,17.0,166389887740.0,195111812741.0
318.1,318.1,318.1,7. Doanh thu hoa hồng chưa được hưởng,18.1,318.828.518.386,328.264.098.843,,181.0,318828518386.0,328264098843.0
319,319,319,8. Phải trả ngắn hạn khác,19,472.307.517.721,976.506.880.199,,19.0,472307517721.0,976506880199.0
320,320,320,9. Vay ngắn hạn,20,3.372.603.852.643,981.076.722.026,,20.0,3372603852643.0,981076722026.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",21,252.093.239.921,195.241.957.124,,21.0,252093239921.0,195241957124.0
324,324,324,11. Giao dịch mua bán lại trái phiếu,22,21.939.920.675.090,25.693.179.434.363,,22.0,21939920675090.0,25693179434363.0
330,330,330,II. Nợ dài hạn,,168.019.561.544.640,147.889.162.247.129,,,168019561544640.0,147889162247129.0
337,337,337,1. Phải trả dài hạn khác,23,291.800.451.044,296.696.283.981,,23.0,291800451044.0,296696283981.0
338,338,338,2. Vay dài hạn,20,1.386.080.000,91.023.530.915,,20.0,1386080000.0,91023530915.0
341,341,341,3. Thuế thu nhập hoãn lại phải trả,16.2.2,1.805.789.963,4.840.608.220,,1622.0,1805789963.0,4840608220.0
344,344,344,4. Dự phòng nghiệp vụ bảo hiểm,24,167.724.569.223.633,147.496.601.824.013,,24.0,167724569223633.0,147496601824013.0
344.1,344.1,344.1,4.1 Dự phòng toán học,,142.699.299.755.806,129.250.711.878.958,,,142699299755806.0,129250711878958.0
344.2,344.2,344.2,4.2 Dự phòng phí chưa được hưởng,,5.301.751.557.861,5.109.619.382.944,,,5301751557861.0,5109619382944.0
344.3,344.3,344.3,4.3 Dự phòng bồi thường,,2.632.507.011.339,2.713.711.134.402,,,2632507011339.0,2713711134402.0
344.4,344.4,344.4,4.4 Dự phòng chia lãi,,2.993.884.034.680,2.569.603.536.235,,,2993884034680.0,2569603536235.0
344.5,344.5,344.5,4.5 Dự phòng lãi cam kết đầu tư tối thiểu,,13.659.830.062.518,7.525.759.826.659,,,13659830062518.0,7525759826659.0
344.6,344.6,344.6,4.6 Dự phòng bảo đảm cân đối,,301.855.099.060,300.853.784.703,,,301855099060.0,300853784703.0
344.7,344.7,344.7,4.7 Dự phòng dao động lớn,,135.441.702.369,26.342.280.112,,,135441702369.0,26342280112.0
