row_label_raw,row_label_full,Năm 2023VND,Năm 2022VND,numeric__Năm 2022VND
7.423.227.640.000-,7.423.227.640.000-,7.423.227.640.000-,7.423.227.640.000-,
7.423.227.640.000,7.423.227.640.000- > 7.423.227.640.000,7.423.227.640.000,7.423.227.640.000,7423227640000.0
708.175.916.856,7.423.227.640.000- > 708.175.916.856,708.175.916.856,2.246.342.913.736,2246342913736.0
Năm nayVND,Năm nayVND,Năm nayVND,Năm trướcVND,
708.175.916.856,Năm nayVND > 708.175.916.856,708.175.916.856,2.246.342.913.736,2246342913736.0
708.175.916.856,Năm nayVND > 708.175.916.856,708.175.916.856,2.246.342.913.736,2246342913736.0
