row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2023VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2022VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2023VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2022VND
Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,,
Bảo hiểm hỗn hợp,Bảo hiểm nhân thọ > Bảo hiểm hỗn hợp,Bảo hiểm hỗn hợp,5.336.068.623.604,6.524.719.830.686,5336068623604.0,6524719830686.0
Bảo hiểm liên kết chung,Bảo hiểm nhân thọ > Bảo hiểm liên kết chung,Bảo hiểm liên kết chung,25.798.820.021.658,25.286.861.909.636,25798820021658.0,25286861909636.0
Các sản phẩm bảo hiểm nhân thọ khác,Bảo hiểm nhân thọ > Các sản phẩm bảo hiểm nhân thọ khác,Các sản phẩm bảo hiểm nhân thọ khác,1.358.228.018.336,1.390.202.046.573,1358228018336.0,1390202046573.0
Tổng doanh thu bảo hiểm nhân thọ,Bảo hiểm nhân thọ > Tổng doanh thu bảo hiểm nhân thọ,Tổng doanh thu bảo hiểm nhân thọ,32.493.116.663.598,33.201.783.786.895,32493116663598.0,33201783786895.0
Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,,
Bảo hiểm trách nhiệm,Bảo hiểm phi nhân thọ > Bảo hiểm trách nhiệm,Bảo hiểm trách nhiệm,1.140.428.767.437,1.015.506.581.875,1140428767437.0,1015506581875.0
Bảo hiểm tài sản,Bảo hiểm phi nhân thọ > Bảo hiểm tài sản,Bảo hiểm tài sản,4.323.389.578.434,4.309.656.997.262,4323389578434.0,4309656997262.0
Bảo hiểm con người,Bảo hiểm phi nhân thọ > Bảo hiểm con người,Bảo hiểm con người,4.680.212.146.244,4.434.370.390.175,4680212146244.0,4434370390175.0
Tổng doanh thu bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ > Tổng doanh thu bảo hiểm phi nhân thọ,Tổng doanh thu bảo hiểm phi nhân thọ,10.144.030.492.115,9.759.533.969.312,10144030492115.0,9759533969312.0
Tổng doanh thu bảo hiểm,Bảo hiểm phi nhân thọ > Tổng doanh thu bảo hiểm,Tổng doanh thu bảo hiểm,42.637.147.155.713,42.961.317.756.207,42637147155713.0,42961317756207.0
