row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2023VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2022VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2023VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2022VND
Chuyển phí nhượng tái bảo hiểm nhân thọ,Chuyển phí nhượng tái bảo hiểm nhân thọ,Chuyển phí nhượng tái bảo hiểm nhân thọ,Chuyển phí nhượng tái bảo hiểm nhân thọ,Chuyển phí nhượng tái bảo hiểm nhân thọ,,
Bảo hiểm hỗn hợp,Chuyển phí nhượng tái bảo hiểm nhân thọ > Bảo hiểm hỗn hợp,Bảo hiểm hỗn hợp,230.111.074,305.751.236,230111074.0,305751236.0
Bảo hiểm liên kết chung,Chuyển phí nhượng tái bảo hiểm nhân thọ > Bảo hiểm liên kết chung,Bảo hiểm liên kết chung,9.186.990.864,10.670.029.347,9186990864.0,10670029347.0
Các sản phẩm bảo hiểm nhân thọ khác,Chuyển phí nhượng tái bảo hiểm nhân thọ > Các sản phẩm bảo hiểm nhân thọ khác,Các sản phẩm bảo hiểm nhân thọ khác,2.556.098.501,2.268.449.541,2556098501.0,2268449541.0
,,,11.973.200.439,13.244.230.124,11973200439.0,13244230124.0
Chuyển phí nhượng tái bảo hiểm phìnhân thọ,Chuyển phí nhượng tái bảo hiểm phìnhân thọ,Chuyển phí nhượng tái bảo hiểm phìnhân thọ,Chuyển phí nhượng tái bảo hiểm phìnhân thọ,Chuyển phí nhượng tái bảo hiểm phìnhân thọ,,
Bảo hiểm trách nhiệm,Chuyển phí nhượng tái bảo hiểm phìnhân thọ > Bảo hiểm trách nhiệm,Bảo hiểm trách nhiệm,549.707.624.193,454.060.463.770,549707624193.0,454060463770.0
Bảo hiểm tài sản,Chuyển phí nhượng tái bảo hiểm phìnhân thọ > Bảo hiểm tài sản,Bảo hiểm tài sản,2.578.566.007.880,2.436.445.275.341,2578566007880.0,2436445275341.0
Bảo hiểm con người,Chuyển phí nhượng tái bảo hiểm phìnhân thọ > Bảo hiểm con người,Bảo hiểm con người,323.073.035.944,370.415.149.463,323073035944.0,370415149463.0
,,,3.451.346.668.017,3.260.920.888.574,3451346668017.0,3260920888574.0
TỔNG CỘNG,Chuyển phí nhượng tái bảo hiểm phìnhân thọ > TỔNG CỘNG,TỔNG CỘNG,3.463.319.868.456,3.274.165.118.698,3463319868456.0,3274165118698.0
