row_label_raw,row_label_full,Bảo Việt Bank,Doanh thu dịch vụ CNTT,1.184.356.288,1.920.627.717,numeric__Doanh thu dịch vụ CNTT,numeric__1.184.356.288,numeric__1.920.627.717
Bảo Việt Bank,Bảo Việt Bank,Bảo Việt Bank,Doanh thu lãi tiền gửi,697.466.426.521,516.644.153.534,,697466426521.0,516644153534.0
Bảo Việt Bank,Bảo Việt Bank,Bảo Việt Bank,Doanh thu lãi trái phiếu,-,94.519.235.533,,,94519235533.0
Bảo Việt Bank,Bảo Việt Bank,Bảo Việt Bank,"Doanh thu cho thuê trụ sở làm việc, phí quản lýtòa nhà, phí giữ xe",29.362.768.133,4.572.432.000,,29362768133.0,4572432000.0
Bảo Việt Bank,Bảo Việt Bank,Bảo Việt Bank,Chi phí repo và lãi vay,(470.450.115.770),(215.713.431.956),,-470450115770.0,-215713431956.0
Tokio MarineViệt Nam,Tokio MarineViệt Nam,Tokio MarineViệt Nam,Cổ tức được chia,45.332.928.736,54.478.466.506,,45332928736.0,54478466506.0
Tokio MarineViệt Nam,Tokio MarineViệt Nam,Tokio MarineViệt Nam,Phí quản lý quỹ,1.088.078.948,524.297.268,,1088078948.0,524297268.0
