row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2023VND,Ngày 31 tháng 12năm 2022VND,numeric__Ngày 31 tháng 12năm 2023VND,numeric__Ngày 31 tháng 12năm 2022VND
Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,,
Bảo hiểm nhân thọ,Phải trả hoạt động bảo hiểm > Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,888.663.514.176,892.734.060.388,888663514176.0,892734060388.0
Phải trả bồi thường và trả tiền bảo hiểm,Phải trả hoạt động bảo hiểm > Phải trả bồi thường và trả tiền bảo hiểm,Phải trả bồi thường và trả tiền bảo hiểm,250.238.042.571,192.672.819.238,250238042571.0,192672819238.0
Phải trả thu nhập đại lý,Phải trả hoạt động bảo hiểm > Phải trả thu nhập đại lý,Phải trả thu nhập đại lý,635.505.737.850,699.166.954.468,635505737850.0,699166954468.0
Phải trả phí nhượng tái bảo hiểm nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả phí nhượng tái bảo hiểm nhân thọ,Phải trả phí nhượng tái bảo hiểm nhân thọ,2.919.733.755,894.286.682,2919733755.0,894286682.0
Bảo hiểm phi nhân thọ,Phải trả hoạt động bảo hiểm > Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,1.597.463.857.215,1.506.853.008.190,1597463857215.0,1506853008190.0
Phải trả hoa hồng bảo hiểm,Phải trả hoạt động bảo hiểm > Phải trả hoa hồng bảo hiểm,Phải trả hoa hồng bảo hiểm,108.838.374.776,91.715.194.080,108838374776.0,91715194080.0
Phải trả hoạt động bảo hiểm gốc phi nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả hoạt động bảo hiểm gốc phi nhân thọ,Phải trả hoạt động bảo hiểm gốc phi nhân thọ,177.955.185.399,155.474.229.871,177955185399.0,155474229871.0
Phải trả nhận tái bảo hiểm phi nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả nhận tái bảo hiểm phi nhân thọ,Phải trả nhận tái bảo hiểm phi nhân thọ,64.671.990.152,76.609.043.820,64671990152.0,76609043820.0
Phải trả nhượng tái bảo hiểm phi nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả nhượng tái bảo hiểm phi nhân thọ,Phải trả nhượng tái bảo hiểm phi nhân thọ,1.072.427.750.914,1.076.637.499.787,1072427750914.0,1076637499787.0
Phải trả đồng bảo hiểm,Phải trả hoạt động bảo hiểm > Phải trả đồng bảo hiểm,Phải trả đồng bảo hiểm,173.570.555.974,106.417.040.632,173570555974.0,106417040632.0
,,,2.486.127.371.391,2.399.587.068.578,2486127371391.0,2399587068578.0
Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,,
"Phải trả người bán, nhà cung cấp","Phải trả người bán và nhà cung cấp dịch vụ > Phải trả người bán, nhà cung cấp","Phải trả người bán, nhà cung cấp",42.042.844.095,56.410.786.169,42042844095.0,56410786169.0
Phải trả khác,Phải trả người bán và nhà cung cấp dịch vụ > Phải trả khác,Phải trả khác,658.129.274,751.588.924,658129274.0,751588924.0
,,,42.700.973.369,57.162.375.093,42700973369.0,57162375093.0
TỔNG CỘNG,Phải trả người bán và nhà cung cấp dịch vụ > TỔNG CỘNG,TỔNG CỘNG,2.528.828.344.760,2.456.749.443.671,2528828344760.0,2456749443671.0
