row_label_raw,row_label_full,col_0,Thuyết minh,2019 triệu đồng,2018 triệu đồng,numeric__Thuyết minh,numeric__2019 triệu đồng,numeric__2018 triệu đồng
Những thay đổi về tài sản hoạt động,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,(87.766.893),(58.442.084),,-87766893.0,-58442084.0
(Tăng)/Giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > (Tăng)/Giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,(Tăng)/Giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,,(2.056.594),1.485.958,,-2056594.0,1485958.0
Giảm các khoản về kinh doanh chứng khoán,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các khoản về kinh doanh chứng khoán,Giảm các khoản về kinh doanh chứng khoán,,1.795.083,25.845.427,,1795083.0,25845427.0
(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,(188.546),247.596,,-188546.0,247596.0
Tăng các khoản cho vay khách hàng,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(73.699.210),(72.836.662),,-73699210.0,-72836662.0
"Giảm nguồn dự phòng để bù đắp tồn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm nguồn dự phòng để bù đắp tồn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","Giảm nguồn dự phòng để bù đắp tồn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác",,(8.590.545),(2.673.623),,-8590545.0,-2673623.0
Tăng khác về tài sản hoạt động,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(5.027.081),(10.510.780),,-5027081.0,-10510780.0
Những thay đổi về nợ phải trả hoạt động,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,61.285.055,59.801.180,,61285055.0,59801180.0
Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước,Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước,,8.002.734,47.393.260,,8002734.0,47393260.0
"Giảm các khoản tiền gửi, tiền vay các tổ chức tín dụng","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các khoản tiền gửi, tiền vay các tổ chức tín dụng","Giảm các khoản tiền gửi, tiền vay các tổ chức tín dụng",,(1.951.730),(3.304.584),,-1951730.0,-3304584.0
Tăng tiền gửi của khách hàng,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,65.447.003,71.776.176,,65447003.0,71776176.0
Tăng phát hành giấy tờ có giả (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng phát hành giấy tờ có giả (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giả (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,10.949.994,23.514.586,,10949994.0,23514586.0
"Giảm vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Giảm vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",,(158.130),(430.129),,-158130.0,-430129.0
Giảm khác về công nợ hoạt động,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm khác về công nợ hoạt động,Giảm khác về công nợ hoạt động,,(21.002.596),(79.148.129),,-21002596.0,-79148129.0
Chi từ quỹ của tổ chức tín dụng,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi từ quỹ của tổ chức tín dụng,Chi từ quỹ của tổ chức tín dụng,,(2.220),-,,-2220.0,
Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động kinh doanh,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động kinh doanh,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động kinh doanh,,(1.840.917),24.392.948,,-1840917.0,24392948.0
