row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2019triệu đồng,%,Ngày 31 tháng 12năm 2018triệu đồng,%_1,numeric__Ngày 31 tháng 12năm 2019triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2018triệu đồng,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,134.000.840,"15,06",144.851.001,"17,57",134000840.0,15.06,144851001.0,17.57
Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,18.923.758,"2,13",32.469.546,"3,94",18923758.0,2.13,32469546.0,3.94
Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,1.329.581,"0,15",1.676.433,"0,20",1329581.0,0.15,1676433.0,0.2
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,34.204.281,"3,84",27.172.655,"3,30",34204281.0,3.84,27172655.0,3.3
Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,38.602.747,"4,34",23.923.796,"2,90",38602747.0,4.34,23923796.0,2.9
Công ty Cổ phần khác,Công ty Cổ phần khác,Công ty Cổ phần khác,55.475.848,"6,23",52.978.829,"6,43",55475848.0,6.23,52978829.0,6.43
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,3.657.234,"0,41",2.642.221,"0,32",3657234.0,0.41,2642221.0,0.32
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,1.996.287,"0,22",866.411,"0,10",1996287.0,0.22,866411.0,0.1
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,72.922.401,"8,20",57.588.086,"6,99",72922401.0,8.2,57588086.0,6.99
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,451.800,"0,05",170.954,"0,02",451800.0,0.05,170954.0,0.02
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",470.801.144,"52,92",434.180.151,"52,67",470801144.0,52.92,434180151.0,52.67
"Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội",35.151.359,"3,95",30.149.877,"3,66",35151359.0,3.95,30149877.0,3.66
Các thành phần kinh tế khác,Các thành phần kinh tế khác,Các thành phần kinh tế khác,22.275.434,"2,50",15.675.751,"1,90",22275434.0,2.5,15675751.0,1.9
,,,889.792.714,100,824.345.711,100,889792714.0,100.0,824345711.0,100.0
