row_label_raw,row_label_full,col_0,Thuyết minh,2019 triệu đồng,2018 triệu đồng,numeric__Thuyết minh,numeric__2019 triệu đồng,numeric__2018 triệu đồng
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(521.696),(991.909),,-521696.0,-991909.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,387.449,6.066,,387449.0,6066.0
"Tiền chi cho thanh lý, nhượng bán tài sản cố định","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho thanh lý, nhượng bán tài sản cố định","Tiền chi cho thanh lý, nhượng bán tài sản cố định",,(251.423),(5.037),,-251423.0,-5037.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác (Thu bán, thanh lý công ty con, góp vốn liên doanh, các khoản đầu tư dài hạn khác)","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác (Thu bán, thanh lý công ty con, góp vốn liên doanh, các khoản đầu tư dài hạn khác)","Tiền thu đầu tư, góp vốn vào các đơn vị khác (Thu bán, thanh lý công ty con, góp vốn liên doanh, các khoản đầu tư dài hạn khác)",,854.905,-,,854905.0,
"Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,588.456,532.542,,588456.0,532542.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,,1.057.691,(458.338),,1057691.0,-458338.0
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Cổ tức trả cho cố đồng,Cổ tức trả cho cố đồng,Cổ tức trả cho cố đồng,,-,-,,,
Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,,-,-,,,
Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,,(783.226),23.934.610,,-783226.0,23934610.0
Tiền và các khoản tương đương tiền đầu năm,Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,,156.431.277,132.496.563,,156431277.0,132496563.0
Điều chỉnh ảnh hưởng của thay đổi tỷ giá,Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính > Điều chỉnh ảnh hưởng của thay đổi tỷ giá,Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,(1.116),104,,-1116.0,104.0
Tiền và các khoản tương đương tiền cuối năm,Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,34,155.646.935,156.431.277,34.0,155646935.0,156431277.0
