row_label_raw,row_label_full,col_0,Kỳ phiếu triệu đồng,Trái phiếu vô danh triệu đồng,Trái phiếu ghi số triệu đồng,Chứng chỉ tiến gửi triệu đồng,Tổng triệu đồng,numeric__Kỳ phiếu triệu đồng,numeric__Trái phiếu vô danh triệu đồng,numeric__Trái phiếu ghi số triệu đồng,numeric__Chứng chỉ tiến gửi triệu đồng,numeric__Tổng triệu đồng
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,197,-,-,-,197,197.0,,,,197.0
- Bằng VND,- Bằng VND,- Bằng VND,197,-,-,-,197,197.0,,,,197.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,-,166,5.450.000,19.450.890,24.901.056,,166.0,5450000.0,19450890.0,24901056.0
- Bằng VND,- Bằng VND,- Bằng VND,-,166,5.450.000,19.450.014,24.900.180,,166.0,5450000.0,19450014.0,24900180.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,-,-,-,876,876,,,,876.0,876.0
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,-,-,32.065.100,-,32.065.100,,,32065100.0,,32065100.0
- Bằng VND,- Bằng VND,- Bằng VND,-,-,32.065.100,-,32.065.100,,,32065100.0,,32065100.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,-,-,-,-,-,,,,,
Số dư cuối năm,- Bằng ngoại tệ > Số dư cuối năm,Số dư cuối năm,197,166,37.515.100,19.450.890,56.966.353,197.0,166.0,37515100.0,19450890.0,56966353.0
