row_label_raw,row_label_full,Chỉ tiêu,31/12/2018Trình bày lại(Sau điều chỉnh của KTNN),31/12/2018Số đã công bố(Sau kiểm toán của kiểm toán độc lập),Điều chỉnh,numeric__31/12/2018Trình bày lại(Sau điều chỉnh của KTNN),numeric__31/12/2018Số đã công bố(Sau kiểm toán của kiểm toán độc lập),numeric__Điều chỉnh
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,52.919.028,52.923.328,(4.300),52919028.0,52923328.0,-4300.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,57.321.625,57.526.733,(205.108),57321625.0,57526733.0,-205108.0
