row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2019triệu đồng,%,Ngày 31 tháng 12năm 2018triệu đồng,%_1,numeric__Ngày 31 tháng 12năm 2019triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2018triệu đồng,numeric__%_1
Xây dựng,Xây dựng,Xây dựng,96.298.593,"10,41",93.834.048,"10,96",96298593.0,10.41,93834048.0,10.96
"Sản xuất và phân phối điện, khídốt và nước","Sản xuất và phân phối điện, khídốt và nước","Sản xuất và phân phối điện, khídốt và nước",32.496.163,"3,51",27.144.981,"3,17",32496163.0,3.51,27144981.0,3.17
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,233.031.684,"25,19",230.415.228,"26,92",233031684.0,25.19,230415228.0,26.92
Khai khoáng,Khai khoáng,Khai khoáng,16.831.488,"1,82",18.617.766,"2,18",16831488.0,1.82,18617766.0,2.18
"Nông, lâm, thủy hài sản","Nông, lâm, thủy hài sản","Nông, lâm, thủy hài sản",38.582.200,"4,17",35.412.082,"4,14",38582200.0,4.17,35412082.0,4.14
Vận tải kho bãi và thông tin liênlac,Vận tải kho bãi và thông tin liênlac,Vận tải kho bãi và thông tin liênlac,22.106.696,"2,39",19.258.157,"2,25",22106696.0,2.39,19258157.0,2.25
"Bán buôn và bán lẻ; sửa chữa ôtô, mô tô, xe máy và xe có độngcơ khác","Bán buôn và bán lẻ; sửa chữa ôtô, mô tô, xe máy và xe có độngcơ khác","Bán buôn và bán lẻ; sửa chữa ôtô, mô tô, xe máy và xe có độngcơ khác",293.647.093,"31,74",253.798.461,"29,65",293647093.0,31.74,253798461.0,29.65
"Thương mại, dịch vụ","Thương mại, dịch vụ","Thương mại, dịch vụ",133.026.705,"14,38",118.672.369,"13,87",133026705.0,14.38,118672369.0,13.87
"Hoạt động làm thuê các công việctrong các hộ gia đình, sản xuấtsản phẩm vật chất và dịch vụ tựtiêu dùng của hộ gia đình","Hoạt động làm thuê các công việctrong các hộ gia đình, sản xuấtsản phẩm vật chất và dịch vụ tựtiêu dùng của hộ gia đình","Hoạt động làm thuê các công việctrong các hộ gia đình, sản xuấtsản phẩm vật chất và dịch vụ tựtiêu dùng của hộ gia đình",41.905.037,"4,53",44.614.139,"5,21",41905037.0,4.53,44614139.0,5.21
Các ngành khác,Các ngành khác,Các ngành khác,17.327.171,"1,86",14.145.407,"1,65",17327171.0,1.86,14145407.0,1.65
,,,925.252.830,100,855.912.638,100,925252830.0,100.0,855912638.0,100.0
